,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  15.9  /  3.7 ,49.4%,10.9%,242,0.1%,"746,994"
1,2,Reyna,1.15, 17.9  /  15.6  /  4.4 ,50.0%,10.6%,248,0.1%,"726,425"
2,3,Omen,0.98, 14.8  /  15.1  /  7 ,49.1%,9.5%,205,0.1%,"649,180"
3,4,Raze,1.07, 16.9  /  15.8  /  4.9 ,50.2%,8.2%,244,0.1%,"562,920"
4,5,Killjoy,1.01, 14.5  /  14.3  /  3.7 ,50.2%,7.2%,200,0.1%,"492,170"
5,6,Sage,0.92, 13.7  /  14.9  /  7.1 ,50.2%,6.9%,191,0.1%,"473,267"
6,7,Skye,0.94, 14.2  /  15  /  8 ,49.5%,6.1%,197,0.1%,"418,080"
7,8,Gekko,0.94, 14.1  /  15  /  4.8 ,50.1%,5.7%,193,0.1%,"386,368"
8,9,Chamber,1.1, 16.4  /  14.8  /  2.9 ,49.3%,4.9%,221,0.1%,"334,787"
9,10,Breach,0.94, 14.4  /  15.3  /  6.9 ,49.1%,4.3%,200,0.1%,"296,011"
10,11,Brimstone,0.97, 14.5  /  14.9  /  8.4 ,50.7%,4.1%,206,0.1%,"280,642"
11,12,Phoenix,1.11, 17.1  /  15.4  /  4.6 ,50.1%,2.9%,239,0.1%,"200,341"
12,13,Cypher,1, 14.6  /  14.6  /  4.6 ,48.4%,2.7%,199,0.1%,"185,991"
13,14,Fade,0.94, 14.3  /  15.1  /  6.4 ,48.7%,2.6%,198,0.1%,"177,648"
14,15,KAY/O,0.91, 14.2  /  15.6  /  9 ,45.1%,2.2%,202,0.1%,"151,445"
15,16,Viper,1, 14.8  /  14.7  /  5.7 ,49.4%,2.2%,206,0.1%,"148,736"
16,17,Harbor,0.92, 14  /  15.2  /  6 ,47.1%,2.1%,193,0.1%,"145,922"
17,18,Sova,0.98, 14.5  /  14.9  /  5.5 ,48.1%,2.0%,204,0.1%,"136,426"
18,19,Astra,1.03, 15.1  /  14.7  /  6.2 ,49.8%,1.8%,207,0.1%,"124,843"
19,20,Neon,0.99, 16.2  /  16.4  /  4.3 ,47.5%,1.7%,228,0.1%,"118,037"
20,21,Yoru,0.99, 15.6  /  15.7  /  4.5 ,45.7%,1.2%,216,0.1%,"79,644"
