,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.8  /  16.2  /  3.6 ,49.5%,17.4%,241,0.1%,"3,431"
1,2,Omen,0.97, 14.8  /  15.3  /  8.6 ,47.3%,13.3%,202,0.1%,"2,614"
2,3,Sova,1, 14.8  /  14.8  /  5.8 ,50.0%,11.7%,206,0.2%,"2,309"
3,4,Killjoy,1.06, 15.4  /  14.5  /  3.6 ,52.3%,9.5%,209,0.2%,"1,875"
4,5,Reyna,1.11, 17.8  /  16  /  4.4 ,49.1%,8.9%,242,0.1%,"1,756"
5,6,Cypher,1.03, 15.2  /  14.7  /  4.3 ,49.5%,6.2%,205,0.2%,"1,217"
6,7,Raze,1.07, 17.2  /  16.2  /  4.6 ,51.4%,4.3%,242,0.1%,848
7,8,Skye,0.97, 14.8  /  15.3  /  7.7 ,47.0%,4.0%,205,0.1%,783
8,9,Phoenix,1.08, 17.2  /  15.9  /  5 ,46.6%,3.9%,236,0.1%,772
9,10,Sage,0.96, 14.7  /  15.3  /  7.2 ,48.7%,3.4%,199,0.1%,669
10,11,Brimstone,1.03, 15.4  /  14.9  /  9.7 ,56.4%,3.2%,213,0.1%,635
11,12,Breach,0.92, 14.2  /  15.4  /  8.3 ,47.5%,3.2%,194,0.1%,634
12,13,Fade,0.95, 14.8  /  15.6  /  7.3 ,47.9%,3.0%,201,0.1%,587
13,14,Astra,1.06, 15.6  /  14.7  /  8.1 ,58.4%,2.3%,208,0.2%,450
14,15,Chamber,1.11, 17  /  15.2  /  2.6 ,44.9%,1.8%,224,0.1%,356
15,16,KAY/O,0.96, 15.2  /  15.8  /  9.9 ,46.6%,1.6%,215,0.1%,320
16,17,Yoru,1.04, 17.1  /  16.4  /  4.3 ,53.6%,0.8%,222,0.1%,166
17,18,Neon,0.89, 15.2  /  17  /  4.4 ,48.9%,0.7%,210,0.1%,137
18,19,Harbor,0.93, 14.2  /  15.3  /  7.7 ,54.4%,0.3%,191,0.1%,68
19,20,Viper,1.2, 17.8  /  14.8  /  5.9 ,43.9%,0.2%,239,41,
