,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.4  /  16.2  /  3.7 ,48.5%,14.9%,237,0.1%,"20,789"
1,2,Killjoy,1.02, 14.7  /  14.4  /  3.8 ,50.2%,11.1%,202,0.2%,"15,563"
2,3,Sova,1.03, 15  /  14.6  /  6.2 ,50.6%,11.0%,208,0.2%,"15,396"
3,4,Omen,0.98, 15  /  15.2  /  8.9 ,47.5%,10.9%,205,0.1%,"15,179"
4,5,Reyna,1.11, 17.6  /  15.8  /  4.5 ,50.7%,10.1%,242,0.1%,"14,053"
5,6,Sage,0.95, 14.2  /  15  /  7.2 ,50.4%,5.5%,195,0.1%,"7,706"
6,7,Brimstone,0.96, 14.4  /  14.9  /  10.1 ,52.7%,5.3%,205,0.1%,"7,421"
7,8,Raze,1.03, 16.6  /  16.1  /  5 ,47.9%,5.0%,238,0.1%,"7,024"
8,9,KAY/O,0.93, 14.6  /  15.6  /  9.4 ,45.7%,4.8%,206,0.1%,"6,662"
9,10,Cypher,1.01, 14.8  /  14.7  /  5.1 ,49.3%,3.4%,200,0.2%,"4,786"
10,11,Phoenix,1.12, 17.4  /  15.6  /  5 ,53.6%,3.4%,244,0.1%,"4,765"
11,12,Fade,0.96, 14.5  /  15.2  /  6.7 ,49.0%,3.2%,199,0.1%,"4,518"
12,13,Skye,0.94, 14.5  /  15.4  /  7.7 ,48.5%,2.8%,200,0.1%,"3,976"
13,14,Astra,1.04, 15.4  /  14.8  /  8 ,48.8%,2.6%,211,0.1%,"3,648"
14,15,Chamber,1.09, 16.6  /  15.2  /  2.9 ,49.6%,2.1%,221,0.1%,"2,987"
15,16,Breach,0.91, 14.4  /  15.9  /  7.4 ,46.1%,1.1%,199,0.1%,"1,587"
16,17,Yoru,1, 16.1  /  16.1  /  4.4 ,47.7%,0.8%,218,0.1%,"1,140"
17,18,Neon,0.93, 15.5  /  16.7  /  4.4 ,45.1%,0.7%,216,0.1%,"1,047"
18,19,Viper,1.01, 14.9  /  14.7  /  6.1 ,53.2%,0.7%,206,0.1%,993
19,20,Harbor,0.94, 15  /  16  /  6.6 ,43.0%,0.4%,199,0.1%,532
