,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.19, 18.2  /  15.3  /  4.4 ,50.3%,12.0%,254,0.2%,"441,231",Duelist
1,2,Jett,1.13, 17.6  /  15.6  /  3.8 ,49.8%,9.5%,246,0.2%,"349,637",Duelist
2,3,Omen,1.0, 15  /  15  /  6.7 ,49.2%,9.5%,208,0.1%,"349,168",Controller
3,4,Raze,1.09, 17  /  15.6  /  5 ,50.8%,8.2%,248,0.2%,"299,499",Duelist
4,5,Sage,0.92, 13.6  /  14.8  /  7 ,50.1%,6.8%,191,0.1%,"249,079",Sentinel
5,6,Skye,0.95, 14.1  /  14.9  /  7.9 ,49.6%,6.3%,198,0.1%,"230,196",Initiator
6,7,Killjoy,1.01, 14.4  /  14.2  /  3.7 ,50.6%,5.2%,201,0.1%,"192,501",Sentinel
7,8,Deadlock,1.0, 14.9  /  14.9  /  3.8 ,49.1%,5.2%,216,0.1%,"190,906",Sentinel
8,9,Chamber,1.12, 16.4  /  14.6  /  3 ,50.0%,4.4%,224,0.2%,"161,800",Sentinel
9,10,Gekko,0.94, 14.1  /  14.9  /  4.8 ,50.3%,4.4%,194,0.1%,"160,223",Initiator
10,11,Brimstone,0.98, 14.5  /  14.8  /  8.1 ,50.7%,4.3%,208,0.1%,"159,666",Controller
11,12,Breach,0.95, 14.5  /  15.2  /  6.7 ,49.6%,3.9%,203,0.1%,"144,739",Initiator
12,13,Phoenix,1.14, 17.2  /  15.1  /  4.6 ,50.4%,3.2%,243,0.2%,"115,900",Duelist
13,14,Cypher,1.01, 14.6  /  14.4  /  4.7 ,48.8%,2.4%,201,0.1%,"87,117",Sentinel
14,15,Fade,0.95, 14.2  /  15  /  6.3 ,48.8%,2.3%,198,0.1%,"83,047",Initiator
15,16,Viper,1.01, 14.8  /  14.7  /  5.6 ,49.2%,2.1%,208,0.1%,"77,665",Controller
16,17,Neon,1.02, 16.4  /  16.1  /  4.2 ,48.6%,2.0%,232,0.2%,"71,761",Duelist
17,18,Sova,0.98, 14.5  /  14.8  /  5.4 ,48.0%,1.9%,206,0.1%,"71,482",Initiator
18,19,KAY/O,0.92, 14.2  /  15.4  /  8.7 ,45.7%,1.9%,204,0.1%,"70,913",Initiator
19,20,Astra,1.05, 15.3  /  14.5  /  6 ,50.1%,1.7%,210,0.1%,"61,191",Controller
20,21,Yoru,1.02, 15.8  /  15.5  /  4.3 ,46.9%,1.5%,219,0.2%,"53,797",Duelist
21,22,Harbor,0.93, 14.1  /  15.1  /  5.9 ,47.2%,1.4%,196,0.1%,"50,973",Controller
