,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.89, 13.2  /  14.7  /  7 ,50.5%,12.9%,186,0.1%,"42,583",Sentinel
1,2,Reyna,1.17, 18.1  /  15.5  /  4.3 ,50.4%,12.0%,254,0.1%,"39,494",Duelist
2,3,Jett,1.12, 17.6  /  15.8  /  3.9 ,49.7%,10.7%,248,0.1%,"35,457",Duelist
3,4,Viper,0.99, 14.4  /  14.6  /  5.5 ,49.9%,9.5%,203,0.2%,"31,519",Controller
4,5,Sova,0.98, 14.3  /  14.6  /  5.2 ,49.4%,8.1%,203,0.1%,"26,704",Initiator
5,6,Killjoy,0.98, 14  /  14.3  /  3.9 ,50.8%,6.6%,198,0.2%,"21,789",Sentinel
6,7,Raze,1.03, 16.3  /  15.8  /  4.5 ,48.6%,6.3%,237,0.1%,"20,905",Duelist
7,8,Omen,0.98, 15  /  15.3  /  5.5 ,48.2%,5.3%,210,0.1%,"17,551",Controller
8,9,KAY/O,0.92, 14.1  /  15.4  /  8.5 ,46.7%,3.9%,204,0.1%,"12,821",Initiator
9,10,Fade,0.93, 13.9  /  15  /  6.1 ,49.3%,3.3%,198,0.1%,"10,999",Initiator
10,11,Skye,0.91, 13.8  /  15.2  /  7.1 ,47.2%,3.2%,197,0.1%,"10,651",Initiator
11,12,Chamber,1.08, 16  /  14.7  /  3.1 ,47.9%,3.1%,219,0.1%,"10,190",Sentinel
12,13,Brimstone,0.93, 14  /  15.1  /  6.8 ,47.9%,2.9%,201,0.1%,"9,680",Controller
13,14,Phoenix,1.09, 16.7  /  15.3  /  4.4 ,49.2%,2.9%,236,0.1%,"9,595",Duelist
14,15,Neon,1.0, 16.3  /  16.3  /  4.1 ,47.2%,2.2%,231,0.1%,"7,125",Duelist
15,16,Cypher,0.96, 14.1  /  14.7  /  4.5 ,47.2%,1.7%,194,0.1%,"5,668",Sentinel
16,17,Yoru,0.98, 15.3  /  15.7  /  4.1 ,45.8%,1.7%,214,0.1%,"5,472",Duelist
17,18,Harbor,0.89, 13.6  /  15.3  /  5.6 ,44.8%,1.5%,191,0.1%,"4,927",Controller
18,19,Breach,0.92, 14.4  /  15.6  /  5.9 ,48.3%,1.4%,202,0.1%,"4,767",Initiator
19,20,Astra,1.05, 15.1  /  14.5  /  5.2 ,49.8%,0.7%,210,0.1%,"2,205",Controller
