,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.16, 17.6  /  15.2  /  4.5 ,50.7%,12.0%,249,0.1%,"1,053,258"
1,2,Sage,0.89, 13  /  14.6  /  6.8 ,49.8%,11.7%,186,0.1%,"1,030,508"
2,3,Omen,0.98, 14.6  /  14.9  /  6.1 ,49.0%,9.5%,206,0.1%,"836,536"
3,4,Jett,1.1, 16.9  /  15.3  /  3.9 ,49.9%,8.6%,240,0.1%,"752,319"
4,5,Killjoy,0.96, 13.6  /  14.2  /  3.9 ,50.2%,6.2%,196,0.1%,"548,946"
5,6,Raze,1.03, 15.9  /  15.4  /  4.8 ,49.5%,6.2%,233,0.1%,"544,020"
6,7,Brimstone,0.96, 14.1  /  14.7  /  7.5 ,50.5%,5.4%,204,0.1%,"471,114"
7,8,Sova,0.96, 14  /  14.5  /  5.2 ,49.2%,4.7%,200,0.1%,"416,895"
8,9,Skye,0.91, 13.5  /  14.9  /  7.3 ,49.0%,4.7%,194,0.1%,"415,996"
9,10,Gekko,0.91, 13.6  /  14.9  /  4.9 ,49.7%,4.3%,192,0.1%,"375,129"
10,11,Phoenix,1.09, 16.4  /  15  /  4.5 ,50.2%,4.0%,235,0.1%,"348,166"
11,12,Cypher,0.98, 14.1  /  14.4  /  4.9 ,49.0%,3.1%,197,0.1%,"275,839"
12,13,Chamber,1.05, 15.3  /  14.6  /  3.2 ,48.4%,2.9%,213,0.1%,"257,551"
13,14,Fade,0.91, 13.6  /  14.9  /  6.3 ,49.2%,2.9%,195,0.1%,"252,053"
14,15,KAY/O,0.89, 13.5  /  15.3  /  8.2 ,46.1%,2.7%,198,0.1%,"235,292"
15,16,Neon,0.99, 15.6  /  15.9  /  4.1 ,48.2%,2.4%,224,0.1%,"213,325"
16,17,Viper,0.95, 13.9  /  14.6  /  5.4 ,48.2%,2.3%,199,0.1%,"206,381"
17,18,Breach,0.93, 14.1  /  15.2  /  5.9 ,48.9%,2.3%,202,0.1%,"200,806"
18,19,Yoru,0.98, 15  /  15.3  /  4.4 ,46.7%,2.1%,213,0.1%,"187,747"
19,20,Astra,1.01, 14.5  /  14.4  /  5.6 ,49.3%,1.1%,203,0.1%,"95,385"
20,21,Harbor,0.89, 13.4  /  15.1  /  5.7 ,45.9%,0.8%,191,0.1%,"73,738"
