,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.05, 17.2  /  16.4  /  3.8 ,48.5%,27.9%,228,0.1%,97.0,Duelist
1,2,Killjoy,1.26, 16.9  /  13.4  /  3.4 ,69.8%,15.2%,222,0.2%,53.0,Sentinel
2,3,Sova,1.09, 16.6  /  15.1  /  5.7 ,46.8%,13.5%,213,0.1%,47.0,Initiator
3,4,Gekko,1.03, 15.1  /  14.7  /  5.4 ,55.8%,12.4%,200,0.1%,43.0,Initiator
4,5,Omen,1.2, 17.4  /  14.6  /  9.8 ,59.4%,9.2%,226,0.2%,32.0,Controller
5,6,KAY/O,0.94, 17.3  /  18.4  /  10.8 ,58.3%,6.9%,205,0.1%,24.0,Initiator
6,7,Reyna,1.22, 19.5  /  15.9  /  4.5 ,37.5%,4.6%,254,0.1%,16.0,Duelist
7,8,Astra,1.13, 14.4  /  12.8  /  7 ,60.0%,4.3%,224,0.2%,15.0,Controller
8,9,Raze,0.84, 14.3  /  17  /  5.7 ,66.7%,2.6%,205,0.1%,,Duelist
9,10,Brimstone,0.67, 12  /  18  /  8 ,0.0%,0.9%,160,0.2%,3.0,Controller
10,11,Cypher,1.1, 22  /  20  /  6 ,0.0%,0.9%,234,3,,Sentinel
11,12,Sage,0.85, 17  /  20  /  8 ,100.0%,0.9%,217,0.1%,3.0,Sentinel
12,13,Chamber,1.76, 18.5  /  10.5  /  4 ,100.0%,0.6%,263,0.1%,2.0,Sentinel
13,14,Skye,1.63, 13  /  8  /  8 ,100.0%,0.3%,221,0.1%,1.0,Initiator
