,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 18  /  15.4  /  4.4 ,50.3%,11.5%,251,0.1%,"992,601"
1,2,Jett,1.11, 17.4  /  15.7  /  3.8 ,49.7%,9.6%,244,0.1%,"834,735"
2,3,Omen,0.98, 14.8  /  15.1  /  6.6 ,48.8%,9.0%,205,0.1%,"777,708"
3,4,Sage,0.91, 13.4  /  14.8  /  7 ,50.1%,8.6%,189,0.1%,"740,111"
4,5,Raze,1.07, 16.7  /  15.7  /  5 ,50.4%,7.9%,244,0.1%,"686,074"
5,6,Killjoy,1, 14.2  /  14.2  /  3.8 ,50.1%,6.7%,199,0.1%,"577,840"
6,7,Skye,0.93, 13.9  /  14.9  /  7.9 ,49.1%,5.8%,196,0.1%,"503,488"
7,8,Gekko,0.93, 14  /  15  /  4.8 ,49.8%,5.5%,193,0.1%,"474,085"
8,9,Brimstone,0.97, 14.4  /  14.9  /  8 ,50.2%,4.5%,206,0.1%,"389,002"
9,10,Chamber,1.1, 16.2  /  14.7  /  3.1 ,49.5%,4.2%,221,0.1%,"362,664"
10,11,Breach,0.94, 14.3  /  15.3  /  6.6 ,49.2%,3.8%,201,0.1%,"330,678"
11,12,Phoenix,1.12, 17  /  15.2  /  4.6 ,50.2%,3.3%,240,0.1%,"284,610"
12,13,Fade,0.94, 14.1  /  15  /  6.3 ,48.9%,2.7%,197,0.1%,"233,491"
13,14,Cypher,0.99, 14.4  /  14.5  /  4.7 ,48.1%,2.7%,198,0.1%,"232,835"
14,15,Viper,0.99, 14.6  /  14.7  /  5.6 ,49.2%,2.5%,205,0.1%,"215,019"
15,16,KAY/O,0.9, 14  /  15.5  /  8.7 ,45.3%,2.4%,202,0.1%,"209,837"
16,17,Sova,0.97, 14.4  /  14.8  /  5.4 ,48.3%,2.4%,204,0.1%,"206,997"
17,18,Neon,1, 16.1  /  16.2  /  4.2 ,48.1%,2.1%,229,0.1%,"182,211"
18,19,Harbor,0.91, 13.9  /  15.2  /  5.9 ,46.5%,1.9%,193,0.1%,"164,193"
19,20,Astra,1.03, 15  /  14.6  /  5.9 ,50.1%,1.6%,207,0.1%,"134,458"
20,21,Yoru,0.99, 15.4  /  15.6  /  4.4 ,45.9%,1.4%,215,0.1%,"123,385"
