,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Brimstone,1.02, 15.2  /  14.9  /  10.2 ,53.0%,15.7%,211,0.1%,"2,811",Controller
1,2,Breach,0.95, 14.3  /  15  /  8 ,52.2%,14.4%,195,0.1%,"2,567",Initiator
2,3,Jett,1.09, 17.5  /  16.1  /  3.6 ,47.2%,13.9%,238,0.1%,"2,480",Duelist
3,4,Raze,1.08, 17.3  /  16.1  /  4.5 ,51.0%,10.0%,243,0.1%,"1,779",Duelist
4,5,Killjoy,1.09, 15.8  /  14.6  /  3.5 ,50.5%,9.0%,212,0.2%,"1,603",Sentinel
5,6,Gekko,1.0, 14.9  /  14.9  /  5.1 ,50.9%,8.5%,197,0.2%,"1,517",Initiator
6,7,Cypher,1.04, 15.4  /  14.8  /  4.7 ,51.7%,6.7%,206,0.1%,"1,202",Sentinel
7,8,Reyna,1.18, 18.4  /  15.6  /  4.4 ,55.2%,6.5%,246,0.1%,"1,153",Duelist
8,9,Sage,1.01, 15.3  /  15  /  6.8 ,49.1%,2.5%,206,0.1%,452,Sentinel
9,10,Neon,0.99, 16.7  /  16.9  /  4.4 ,44.9%,2.4%,231,0.1%,430,Duelist
10,11,Fade,1.04, 16  /  15.4  /  6.5 ,49.4%,1.9%,209,0.1%,342,Initiator
11,12,Chamber,1.2, 17.5  /  14.6  /  2.9 ,52.9%,1.6%,235,0.1%,289,Sentinel
12,13,Viper,0.98, 15  /  15.4  /  5.6 ,41.9%,1.5%,207,0.1%,270,Controller
13,14,KAY/O,0.95, 14.7  /  15.4  /  9.2 ,40.9%,1.5%,210,0.1%,264,Initiator
14,15,Phoenix,1.03, 16.6  /  16.1  /  4.8 ,47.5%,1.0%,229,0.1%,179,Duelist
15,16,Yoru,1.0, 15.8  /  15.9  /  5.2 ,43.7%,0.9%,219,0.1%,158,Duelist
16,17,Skye,1.08, 15.8  /  14.6  /  7.7 ,52.4%,0.6%,211,0.2%,103,Initiator
17,18,Astra,0.98, 15.3  /  15.7  /  7.2 ,45.2%,0.5%,198,0.2%,93,Controller
18,19,Harbor,0.83, 13  /  15.7  /  7.3 ,35.1%,0.4%,178,0.1%,74,Controller
19,20,Omen,1.11, 17.4  /  15.7  /  9.2 ,43.1%,0.4%,230,0.1%,72,Controller
20,21,Sova,1.06, 15.9  /  15  /  5.7 ,42.3%,0.1%,236,26,,Initiator
