,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.2  /  16  /  3.5 ,49.2%,17.1%,235,0.2%,"150,248"
1,2,Reyna,1.12, 17.6  /  15.8  /  4.3 ,49.4%,9.7%,241,0.2%,"85,162"
2,3,Skye,0.95, 14.4  /  15.2  /  8 ,49.8%,7.8%,198,0.1%,"68,442"
3,4,Astra,1.04, 15.1  /  14.5  /  7.2 ,50.3%,7.5%,205,0.1%,"66,170"
4,5,Chamber,1.08, 16.3  /  15.1  /  2.7 ,47.9%,6.1%,217,0.2%,"53,229"
5,6,Killjoy,1.04, 15  /  14.5  /  3.6 ,50.7%,6.1%,206,0.1%,"53,190"
6,7,Viper,1.02, 15.1  /  14.8  /  6.2 ,49.1%,5.6%,209,0.1%,"48,980"
7,8,Fade,0.97, 14.6  /  15.2  /  6.6 ,49.4%,5.1%,200,0.1%,"45,145"
8,9,Phoenix,1.11, 17.4  /  15.7  /  4.9 ,51.1%,4.2%,241,0.2%,"36,918"
9,10,Cypher,1.02, 14.9  /  14.7  /  4.7 ,49.6%,4.0%,202,0.1%,"35,263"
10,11,Gekko,0.95, 14.4  /  15.1  /  5 ,49.5%,3.9%,194,0.1%,"33,971"
11,12,Deadlock,1.02, 15.5  /  15.2  /  3.9 ,49.6%,3.5%,216,0.1%,"30,586"
12,13,Raze,1.03, 16.6  /  16  /  4.8 ,49.7%,3.5%,237,0.2%,"30,468"
13,14,Harbor,0.92, 14  /  15.3  /  6.6 ,46.5%,3.2%,191,0.1%,"28,211"
14,15,Sage,0.94, 14.1  /  15  /  6.9 ,51.4%,2.6%,196,0.1%,"23,112"
15,16,Brimstone,0.97, 14.5  /  14.9  /  9.3 ,51.2%,2.4%,205,0.1%,"21,180"
16,17,Omen,0.96, 14.7  /  15.3  /  7.6 ,47.7%,1.9%,201,0.1%,"16,728"
17,18,KAY/O,0.92, 14.4  /  15.6  /  9.1 ,44.6%,1.8%,204,0.1%,"15,590"
18,19,Sova,1, 14.8  /  14.8  /  5.9 ,49.0%,1.4%,205,0.1%,"12,584"
19,20,Yoru,1.03, 16.3  /  15.8  /  4.4 ,47.8%,1.3%,223,0.2%,"11,124"
20,21,Neon,0.97, 16  /  16.5  /  4.1 ,46.6%,0.8%,222,0.2%,"6,903"
21,22,Breach,0.92, 14.2  /  15.5  /  7.2 ,45.8%,0.6%,197,0.1%,"5,297"
