,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.72, 10  /  13.9  /  5.7 ,50.6%,13.1%,150,0.1%,"63,032",Sentinel
1,2,Reyna,0.98, 13.9  /  14.2  /  4.3 ,50.7%,11.0%,206,0.1%,"52,774",Duelist
2,3,Raze,0.86, 12.3  /  14.3  /  4.5 ,49.1%,7.7%,191,0.1%,"37,078",Duelist
3,4,Jett,0.88, 12.6  /  14.2  /  3.5 ,48.5%,7.1%,189,0.1%,"34,305",Duelist
4,5,Omen,0.8, 11.5  /  14.4  /  4.5 ,48.4%,5.8%,170,0.1%,"27,970",Controller
5,6,Yoru,0.83, 11.9  /  14.4  /  4.1 ,47.8%,5.7%,176,0.1%,"27,647",Duelist
6,7,Phoenix,0.86, 12.1  /  14  /  4 ,48.2%,5.5%,182,0.1%,"26,258",Duelist
7,8,Gekko,0.76, 10.8  /  14.2  /  4.4 ,50.2%,5.2%,160,0.1%,"25,212",Initiator
8,9,Neon,0.81, 11.9  /  14.7  /  3.8 ,48.0%,4.7%,179,0.1%,"22,663",Duelist
9,10,Fade,0.73, 10.5  /  14.4  /  5.9 ,49.5%,4.5%,159,0.1%,"21,636",Initiator
10,11,Sova,0.77, 10.7  /  14  /  4.7 ,49.0%,4.2%,163,0.1%,"19,994",Initiator
11,12,Viper,0.77, 10.8  /  14.1  /  4.7 ,49.7%,4.1%,163,0.1%,"19,688",Controller
12,13,Killjoy,0.81, 10.8  /  13.4  /  4 ,52.3%,4.1%,167,0.1%,"19,495",Sentinel
13,14,Skye,0.75, 10.5  /  14  /  6.6 ,49.9%,3.4%,161,0.1%,"16,323",Initiator
14,15,Brimstone,0.79, 11  /  13.9  /  5.4 ,48.9%,3.3%,168,0.1%,"16,046",Controller
15,16,KAY/O,0.74, 10.6  /  14.3  /  6.9 ,48.1%,2.6%,165,0.1%,"12,705",Initiator
16,17,Cypher,0.82, 11  /  13.5  /  4.6 ,49.4%,2.5%,164,0.1%,"12,087",Sentinel
17,18,Chamber,0.87, 12.1  /  13.8  /  3.4 ,49.5%,2.4%,177,0.1%,"11,447",Sentinel
18,19,Harbor,0.72, 10.3  /  14.2  /  4.8 ,48.0%,1.3%,156,0.1%,"6,093",Controller
19,20,Breach,0.8, 11.1  /  13.9  /  4.8 ,46.6%,1.2%,170,0.1%,"5,784",Initiator
20,21,Astra,0.86, 11.1  /  13  /  4.2 ,49.3%,0.6%,168,0.1%,"3,083",Controller
