,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.5  /  16.2  /  3.5 ,49.6%,18.9%,236,0.2%,"81,396",Duelist
1,2,Sova,1.02, 14.9  /  14.6  /  6.4 ,50.0%,14.5%,206,0.1%,"62,321",Initiator
2,3,Omen,0.99, 14.9  /  15.1  /  9.9 ,48.8%,13.8%,203,0.1%,"59,239",Controller
3,4,Killjoy,1.04, 15.1  /  14.5  /  3.5 ,49.7%,10.1%,204,0.1%,"43,334",Sentinel
4,5,Reyna,1.1, 17.4  /  15.8  /  4.4 ,50.2%,9.8%,236,0.2%,"42,070",Duelist
5,6,KAY/O,0.93, 14.5  /  15.6  /  10 ,45.5%,4.4%,204,0.1%,"19,147",Initiator
6,7,Deadlock,1.02, 15.4  /  15.2  /  3.8 ,48.5%,3.5%,223,0.1%,"15,271",Sentinel
7,8,Raze,1.03, 16.6  /  16.1  /  5 ,49.8%,3.5%,236,0.2%,"14,972",Duelist
8,9,Cypher,1.01, 14.9  /  14.7  /  4.9 ,49.3%,3.3%,199,0.1%,"13,996",Sentinel
9,10,Phoenix,1.09, 17.2  /  15.7  /  5.1 ,52.8%,2.9%,237,0.2%,"12,598",Duelist
10,11,Brimstone,0.98, 14.6  /  14.8  /  11.3 ,52.8%,2.9%,207,0.1%,"12,586",Controller
11,12,Chamber,1.07, 16.5  /  15.4  /  2.6 ,46.7%,2.9%,218,0.2%,"12,415",Sentinel
12,13,Skye,0.95, 14.6  /  15.3  /  8.1 ,49.4%,2.4%,199,0.1%,"10,405",Initiator
13,14,Astra,1.04, 15.3  /  14.7  /  8.8 ,51.4%,2.0%,207,0.1%,"8,512",Controller
14,15,Sage,0.99, 14.7  /  14.9  /  7.1 ,51.5%,1.8%,201,0.1%,"7,928",Sentinel
15,16,Fade,0.98, 14.7  /  15.1  /  7 ,49.1%,1.1%,200,0.1%,"4,848",Initiator
16,17,Yoru,1.01, 16  /  15.9  /  4.6 ,48.1%,0.9%,219,0.2%,"3,723",Duelist
17,18,Breach,0.93, 14.5  /  15.5  /  8 ,48.0%,0.5%,199,0.1%,"2,237",Initiator
18,19,Neon,0.98, 16.1  /  16.4  /  4.1 ,45.8%,0.3%,222,0.2%,"1,333",Duelist
19,20,Gekko,0.94, 14.4  /  15.3  /  5 ,46.4%,0.3%,193,0.1%,"1,251",Initiator
20,21,Viper,1.0, 15.2  /  15.2  /  6.3 ,47.3%,0.1%,206,592,,Controller
21,22,Harbor,0.91, 14.2  /  15.6  /  6.7 ,42.8%,0.1%,195,311,,Controller
