,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.18, 18.3  /  15.5  /  2.7 ,50.3%,19.8%,236,0.2%,"27,897"
1,2,Jett,1.07, 17.7  /  16.5  /  3.6 ,51.7%,13.6%,240,0.2%,"19,227"
2,3,Raze,1.08, 17.5  /  16.2  /  4.7 ,50.7%,7.3%,250,0.2%,"10,251"
3,4,Fade,1.04, 15.4  /  14.8  /  6.9 ,50.5%,7.2%,207,0.1%,"10,200"
4,5,Reyna,1.11, 18  /  16.3  /  3.8 ,52.8%,7.0%,239,0.2%,"9,843"
5,6,Sova,1.06, 15.7  /  14.8  /  5.7 ,47.6%,6.7%,216,0.1%,"9,435"
6,7,Viper,1.08, 15.8  /  14.6  /  5.3 ,53.0%,6.7%,216,0.1%,"9,435"
7,8,Omen,1.01, 15.4  /  15.3  /  6.9 ,44.4%,5.1%,203,0.1%,"7,242"
8,9,KAY/O,0.99, 15.4  /  15.5  /  8.8 ,48.7%,4.3%,212,0.1%,"6,069"
9,10,Brimstone,1.03, 15.2  /  14.8  /  8 ,53.4%,4.2%,205,0.1%,"5,916"
10,11,Sage,1.06, 15.2  /  14.3  /  6.3 ,59.8%,3.7%,207,0.1%,"5,202"
11,12,Skye,1.02, 16.1  /  15.8  /  5.7 ,46.8%,2.9%,209,0.1%,"4,029"
12,13,Phoenix,1.15, 17.3  /  15  /  3.6 ,47.4%,2.8%,248,0.2%,"3,978"
13,14,Astra,1.13, 16.3  /  14.4  /  5.4 ,55.6%,2.6%,215,0.1%,"3,672"
14,15,Breach,0.89, 13.9  /  15.5  /  6.6 ,53.8%,2.4%,185,0.1%,"3,315"
15,16,Neon,1.05, 18.3  /  17.5  /  4.3 ,52.4%,1.5%,250,0.2%,"2,142"
16,17,Killjoy,1.06, 15.8  /  14.8  /  3.4 ,50.0%,1.0%,213,0.1%,"1,428"
17,18,Cypher,1.05, 15.3  /  14.6  /  4.7 ,44.4%,0.7%,213,0.1%,918
18,19,Yoru,0.9, 14.6  /  16.3  /  3.5 ,33.3%,0.5%,210,0.2%,765
