,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16  /  3.8 ,49.6%,13.9%,238,0.1%,"25,388"
1,2,Killjoy,1.01, 14.4  /  14.3  /  3.8 ,49.8%,10.9%,200,0.2%,"20,016"
2,3,Reyna,1.12, 17.7  /  15.8  /  4.6 ,50.4%,10.5%,243,0.1%,"19,133"
3,4,Omen,0.99, 15  /  15.2  /  8.4 ,48.2%,10.3%,206,0.1%,"18,748"
4,5,Sova,1.02, 15  /  14.6  /  6.1 ,50.4%,9.9%,209,0.2%,"18,194"
5,6,Sage,0.94, 14  /  14.8  /  7.2 ,51.5%,6.5%,194,0.1%,"11,845"
6,7,Raze,1.03, 16.5  /  16  /  5 ,49.0%,5.5%,238,0.1%,"10,062"
7,8,Brimstone,0.97, 14.6  /  15.1  /  9.6 ,51.5%,5.5%,207,0.1%,"10,037"
8,9,KAY/O,0.92, 14.4  /  15.6  /  9 ,44.6%,4.6%,204,0.1%,"8,444"
9,10,Phoenix,1.11, 17.4  /  15.7  /  5 ,51.3%,3.5%,242,0.1%,"6,490"
10,11,Fade,0.96, 14.6  /  15.2  /  6.6 ,47.6%,3.4%,201,0.1%,"6,201"
11,12,Skye,0.94, 14.4  /  15.3  /  7.7 ,49.1%,3.1%,200,0.1%,"5,753"
12,13,Cypher,1, 14.9  /  14.8  /  5.1 ,48.5%,3.1%,200,0.2%,"5,718"
13,14,Chamber,1.06, 16.3  /  15.4  /  3 ,46.9%,2.3%,219,0.1%,"4,157"
14,15,Astra,1.03, 15.3  /  14.8  /  7.8 ,49.0%,2.3%,209,0.1%,"4,134"
15,16,Breach,0.91, 14.4  /  15.7  /  6.9 ,46.1%,1.4%,200,0.1%,"2,608"
16,17,Viper,0.96, 14.5  /  15.1  /  5.6 ,46.1%,1.0%,202,0.1%,"1,742"
17,18,Neon,0.97, 16.1  /  16.6  /  4.3 ,45.7%,0.9%,222,0.1%,"1,679"
18,19,Yoru,1.01, 15.9  /  15.8  /  4.5 ,46.6%,0.9%,218,0.1%,"1,642"
19,20,Harbor,0.93, 14.3  /  15.4  /  6.1 ,43.1%,0.5%,200,0.1%,902
