,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.12, 17.5  /  15.7  /  3.8 ,49.8%,11.2%,243,0.2%,"303,810",Duelist
1,2,Reyna,1.17, 18  /  15.4  /  4.4 ,50.1%,11.1%,249,0.2%,"302,551",Duelist
2,3,Brimstone,0.99, 14.5  /  14.6  /  8.7 ,51.3%,10.5%,206,0.1%,"284,979",Controller
3,4,Breach,0.94, 14.4  /  15.2  /  6.8 ,49.3%,8.3%,199,0.1%,"226,140",Initiator
4,5,Raze,1.06, 16.7  /  15.7  /  4.7 ,49.8%,6.7%,239,0.2%,"183,232",Duelist
5,6,Killjoy,1.01, 14.4  /  14.3  /  3.8 ,50.7%,6.2%,201,0.1%,"169,474",Sentinel
6,7,Sage,0.92, 13.5  /  14.8  /  6.9 ,50.1%,5.6%,189,0.1%,"152,863",Sentinel
7,8,Deadlock,1.0, 14.9  /  15  /  3.9 ,49.0%,4.7%,209,0.1%,"127,372",Sentinel
8,9,Skye,0.94, 14  /  15  /  7.3 ,49.3%,4.7%,196,0.1%,"126,856",Initiator
9,10,Omen,0.96, 14.6  /  15.1  /  6.8 ,46.8%,4.3%,202,0.1%,"117,093",Controller
10,11,Chamber,1.1, 16.4  /  14.9  /  3 ,48.9%,4.1%,222,0.2%,"112,217",Sentinel
11,12,Cypher,1.01, 14.7  /  14.5  /  4.8 ,49.3%,3.5%,201,0.1%,"95,515",Sentinel
12,13,Viper,0.99, 14.5  /  14.7  /  5.6 ,49.3%,2.9%,202,0.1%,"78,868",Controller
13,14,Phoenix,1.12, 17.1  /  15.2  /  4.6 ,50.5%,2.7%,239,0.2%,"74,474",Duelist
14,15,Fade,0.95, 14.2  /  14.9  /  6.2 ,49.3%,2.4%,197,0.1%,"66,695",Initiator
15,16,Neon,1.02, 16.5  /  16.2  /  4.3 ,49.1%,2.4%,232,0.2%,"65,037",Duelist
16,17,Gekko,0.93, 14  /  15  /  4.7 ,49.1%,2.3%,191,0.1%,"63,054",Initiator
17,18,KAY/O,0.92, 14.2  /  15.4  /  8.7 ,46.0%,2.0%,203,0.1%,"54,011",Initiator
18,19,Sova,0.97, 14.4  /  14.8  /  5.4 ,47.9%,1.4%,203,0.1%,"38,427",Initiator
19,20,Yoru,1.01, 15.8  /  15.6  /  4.3 ,46.5%,1.2%,218,0.2%,"33,226",Duelist
20,21,Astra,1.03, 15.1  /  14.7  /  6.3 ,48.1%,1.2%,207,0.1%,"32,482",Controller
21,22,Harbor,0.91, 13.8  /  15.1  /  5.9 ,45.6%,0.6%,191,0.1%,"15,937",Controller
