,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.1, 16.5  /  15  /  3 ,50.1%,15.8%,223,0.2%,"1,741,293"
1,2,Jett,1.07, 17.2  /  16.1  /  3.6 ,50.1%,11.0%,238,0.2%,"1,210,740"
2,3,Reyna,1.12, 17.6  /  15.7  /  3.9 ,50.5%,9.4%,242,0.2%,"1,038,819"
3,4,Sage,0.94, 13.9  /  14.9  /  6.7 ,51.6%,7.6%,193,0.1%,"833,748"
4,5,Viper,0.98, 14.4  /  14.7  /  5.5 ,50.8%,7.0%,199,0.1%,"770,967"
5,6,Raze,1.04, 16.7  /  16  /  4.8 ,49.9%,6.0%,240,0.2%,"661,113"
6,7,Fade,0.95, 14.3  /  15  /  6.7 ,51.3%,5.9%,197,0.1%,"653,157"
7,8,Brimstone,0.97, 14.5  /  15  /  7.4 ,51.5%,5.6%,203,0.1%,"620,925"
8,9,Sova,0.97, 14.3  /  14.8  /  5.7 ,50.5%,5.4%,200,0.1%,"591,651"
9,10,Omen,0.97, 14.8  /  15.3  /  6 ,48.5%,5.3%,202,0.1%,"586,347"
10,11,Skye,0.95, 14.5  /  15.3  /  6.1 ,50.4%,4.0%,200,0.1%,"447,015"
11,12,KAY/O,0.92, 14.3  /  15.6  /  7.7 ,46.8%,4.0%,202,0.1%,"443,394"
12,13,Phoenix,1.11, 17.3  /  15.6  /  4 ,52.0%,3.2%,241,0.2%,"349,299"
13,14,Breach,0.94, 14.4  /  15.4  /  5.9 ,48.6%,2.5%,199,0.1%,"270,555"
14,15,Neon,0.98, 16.3  /  16.6  /  4 ,47.9%,1.9%,227,0.2%,"208,692"
15,16,Killjoy,1, 14.4  /  14.4  /  3.8 ,51.3%,1.8%,200,0.1%,"203,133"
16,17,Astra,1.01, 15  /  14.8  /  5.6 ,49.0%,1.5%,203,0.1%,"164,424"
17,18,Yoru,1.02, 16.1  /  15.9  /  3.6 ,48.6%,1.1%,222,0.2%,"125,868"
18,19,Cypher,1, 14.7  /  14.7  /  4.3 ,50.0%,1.1%,199,0.1%,"119,544"
