,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.15, 17.5  /  15.2  /  4.5 ,50.7%,12.1%,248,0.2%,"496,512",Duelist
1,2,Omen,0.98, 14.6  /  14.9  /  6.4 ,49.2%,10.0%,205,0.1%,"410,552",Controller
2,3,Sage,0.9, 13.1  /  14.6  /  6.8 ,50.3%,9.6%,187,0.1%,"393,563",Sentinel
3,4,Jett,1.09, 16.8  /  15.4  /  3.9 ,49.8%,8.6%,238,0.2%,"350,642",Duelist
4,5,Raze,1.04, 16  /  15.4  /  4.8 ,49.9%,6.0%,234,0.2%,"243,508",Duelist
5,6,Killjoy,0.97, 13.8  /  14.2  /  3.8 ,50.6%,5.4%,196,0.1%,"219,823",Sentinel
6,7,Skye,0.92, 13.6  /  14.8  /  7.4 ,49.2%,5.4%,195,0.1%,"219,454",Initiator
7,8,Brimstone,0.96, 14  /  14.7  /  7.7 ,50.5%,5.3%,203,0.1%,"217,223",Controller
8,9,Deadlock,0.97, 14.4  /  14.9  /  3.9 ,49.3%,5.0%,207,0.1%,"204,367",Sentinel
9,10,Sova,0.96, 14  /  14.5  /  5.3 ,49.4%,4.3%,199,0.1%,"177,783",Initiator
10,11,Phoenix,1.09, 16.5  /  15.1  /  4.5 ,50.5%,3.7%,235,0.2%,"149,995",Duelist
11,12,Gekko,0.92, 13.7  /  14.9  /  4.9 ,50.1%,3.4%,192,0.1%,"139,758",Initiator
12,13,Chamber,1.06, 15.5  /  14.6  /  3.2 ,48.8%,3.1%,214,0.2%,"127,267",Sentinel
13,14,Cypher,0.99, 14.1  /  14.3  /  4.8 ,49.2%,3.0%,197,0.1%,"122,519",Sentinel
14,15,Breach,0.94, 14.3  /  15.1  /  6.1 ,49.4%,2.6%,203,0.1%,"106,633",Initiator
15,16,Fade,0.92, 13.7  /  14.9  /  6.3 ,49.6%,2.3%,196,0.1%,"95,308",Initiator
16,17,KAY/O,0.89, 13.7  /  15.3  /  8.3 ,46.2%,2.3%,199,0.1%,"92,003",Initiator
17,18,Neon,0.99, 15.8  /  15.9  /  4.1 ,48.2%,2.2%,225,0.2%,"88,571",Duelist
18,19,Yoru,0.99, 15.2  /  15.3  /  4.3 ,47.2%,2.0%,214,0.1%,"81,835",Duelist
19,20,Viper,0.96, 14  /  14.6  /  5.4 ,47.9%,1.9%,200,0.1%,"77,394",Controller
20,21,Astra,1.01, 14.6  /  14.5  /  5.8 ,48.3%,1.2%,203,0.1%,"48,204",Controller
21,22,Harbor,0.9, 13.6  /  15.1  /  5.7 ,45.4%,0.6%,193,0.1%,"24,744",Controller
