,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  16  /  3.5 ,49.8%,15.6%,239,0.2%,"102,040"
1,2,Brimstone,1, 14.8  /  14.8  /  9.8 ,50.6%,15.0%,206,0.1%,"97,733"
2,3,Breach,0.93, 14.3  /  15.3  /  7.8 ,49.1%,13.7%,194,0.1%,"89,396"
3,4,Raze,1.06, 16.9  /  15.9  /  4.5 ,50.0%,8.7%,238,0.2%,"57,091"
4,5,Reyna,1.14, 17.8  /  15.6  /  4.3 ,50.3%,8.6%,241,0.2%,"55,949"
5,6,Killjoy,1.04, 15.1  /  14.5  /  3.5 ,50.3%,7.3%,204,0.1%,"47,607"
6,7,Chamber,1.1, 16.7  /  15.1  /  2.7 ,48.4%,4.8%,220,0.2%,"31,465"
7,8,Cypher,1.03, 15.2  /  14.7  /  4.6 ,49.1%,4.7%,203,0.1%,"30,448"
8,9,Deadlock,1.03, 15.5  /  15.1  /  3.8 ,48.4%,3.6%,208,0.1%,"23,437"
9,10,Skye,0.96, 14.5  /  15.2  /  7.5 ,49.7%,2.6%,197,0.1%,"17,113"
10,11,Sage,0.96, 14.3  /  14.9  /  6.7 ,49.9%,2.4%,196,0.1%,"15,616"
11,12,Fade,0.97, 14.7  /  15  /  6.3 ,48.2%,1.9%,199,0.1%,"12,355"
12,13,Neon,1, 16.6  /  16.5  /  4.2 ,47.8%,1.9%,229,0.2%,"12,208"
13,14,Viper,1.01, 15  /  14.9  /  5.8 ,48.5%,1.8%,206,0.1%,"11,458"
14,15,Phoenix,1.1, 17.1  /  15.4  /  4.6 ,50.4%,1.4%,235,0.2%,"9,427"
15,16,KAY/O,0.93, 14.4  /  15.5  /  9.4 ,45.1%,1.3%,202,0.1%,"8,550"
16,17,Omen,0.97, 14.8  /  15.3  /  7.5 ,45.3%,1.2%,201,0.1%,"8,064"
17,18,Yoru,1.02, 16  /  15.7  /  4.3 ,47.6%,1.0%,219,0.2%,"6,346"
18,19,Gekko,0.94, 14.2  /  15.1  /  4.7 ,49.3%,0.9%,191,0.1%,"5,951"
19,20,Astra,1.03, 15.3  /  14.9  /  7 ,46.6%,0.9%,205,0.1%,"5,569"
20,21,Sova,1.01, 15  /  14.8  /  5.7 ,49.2%,0.5%,207,0.1%,"3,550"
21,22,Harbor,0.94, 14.4  /  15.3  /  6.1 ,38.7%,0.2%,195,0.1%,"1,573"
