,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.14, 17.7  /  15.6  /  4.4 ,49.7%,11.7%,246,0.2%,"387,055"
1,2,Jett,1.09, 17.2  /  15.7  /  3.7 ,49.3%,11.6%,239,0.2%,"381,512"
2,3,Omen,0.98, 14.7  /  15.1  /  7.2 ,48.7%,11.2%,204,0.1%,"368,936"
3,4,Sage,0.9, 13.4  /  14.9  /  6.9 ,49.6%,7.9%,188,0.1%,"259,908"
4,5,Sova,0.99, 14.4  /  14.6  /  5.5 ,49.6%,5.7%,202,0.1%,"186,232"
5,6,Skye,0.93, 14  /  15  /  7.5 ,49.0%,5.7%,196,0.1%,"186,173"
6,7,Killjoy,0.98, 14.2  /  14.4  /  3.6 ,49.9%,5.5%,197,0.1%,"181,291"
7,8,Raze,1.04, 16.4  /  15.7  /  4.7 ,49.6%,5.3%,236,0.2%,"174,180"
8,9,Brimstone,0.95, 14.2  /  14.8  /  8.5 ,50.7%,5.3%,202,0.1%,"173,239"
9,10,Deadlock,0.98, 14.7  /  15  /  3.8 ,49.0%,4.6%,212,0.1%,"152,912"
10,11,Chamber,1.07, 15.9  /  14.9  /  3 ,48.6%,3.7%,215,0.2%,"122,922"
11,12,Phoenix,1.11, 17.1  /  15.4  /  4.5 ,50.1%,3.6%,240,0.2%,"119,253"
12,13,Cypher,1, 14.5  /  14.6  /  4.7 ,49.2%,3.1%,199,0.1%,"101,232"
13,14,Breach,0.93, 14.4  /  15.4  /  6.6 ,48.8%,2.9%,200,0.1%,"94,604"
14,15,Gekko,0.93, 13.9  /  15  /  4.9 ,49.6%,2.4%,193,0.1%,"80,315"
15,16,KAY/O,0.9, 14  /  15.5  /  8.7 ,45.2%,2.0%,201,0.1%,"66,338"
16,17,Fade,0.94, 14.2  /  15.1  /  6.5 ,49.8%,2.0%,198,0.1%,"66,081"
17,18,Astra,1.02, 14.8  /  14.6  /  6.3 ,49.0%,1.6%,204,0.1%,"51,775"
18,19,Yoru,1, 15.6  /  15.6  /  4.3 ,47.0%,1.4%,217,0.2%,"46,793"
19,20,Neon,0.98, 15.9  /  16.2  /  4 ,47.5%,1.4%,224,0.2%,"45,127"
20,21,Viper,0.97, 14.3  /  14.8  /  5.6 ,47.8%,1.1%,201,0.1%,"36,950"
21,22,Harbor,0.9, 13.9  /  15.3  /  5.9 ,44.4%,0.4%,194,0.1%,"11,677"
