,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 17.8  /  15.3  /  4.3 ,50.1%,11.2%,249,0.1%,"1,071,272",Duelist
1,2,Sage,0.9, 13.3  /  14.8  /  6.7 ,50.0%,9.9%,186,0.1%,"946,718",Sentinel
2,3,Raze,1.06, 16.6  /  15.7  /  4.8 ,49.9%,9.6%,241,0.1%,"911,051",Duelist
3,4,Jett,1.09, 17  /  15.6  /  3.7 ,49.0%,8.0%,238,0.1%,"765,857",Duelist
4,5,Brimstone,0.97, 14.3  /  14.7  /  7.4 ,50.5%,7.8%,204,0.1%,"739,740",Controller
5,6,Omen,0.97, 14.7  /  15.1  /  6.2 ,48.1%,7.0%,204,0.1%,"663,385",Controller
6,7,Skye,0.93, 13.9  /  14.9  /  7.2 ,49.0%,6.5%,195,0.1%,"620,612",Initiator
7,8,Killjoy,0.97, 13.8  /  14.2  /  3.8 ,49.9%,6.1%,195,0.1%,"584,479",Sentinel
8,9,Cypher,0.98, 14  /  14.4  /  4.7 ,48.8%,4.3%,193,0.1%,"410,941",Sentinel
9,10,Gekko,0.92, 13.8  /  15.1  /  4.6 ,49.3%,3.8%,192,0.1%,"357,774",Initiator
10,11,Chamber,1.07, 15.6  /  14.7  /  3 ,48.2%,3.4%,214,0.1%,"324,882",Sentinel
11,12,Sova,0.97, 14.2  /  14.7  /  5.3 ,49.0%,3.4%,202,0.1%,"322,711",Initiator
12,13,Phoenix,1.1, 16.7  /  15.2  /  4.4 ,49.6%,3.4%,237,0.1%,"319,800",Duelist
13,14,Viper,0.98, 14.3  /  14.7  /  5.3 ,49.0%,3.1%,202,0.1%,"295,836",Controller
14,15,Fade,0.93, 13.9  /  15  /  6.1 ,49.2%,3.1%,196,0.1%,"295,026",Initiator
15,16,KAY/O,0.89, 13.7  /  15.4  /  8 ,45.2%,2.3%,198,0.1%,"216,812",Initiator
16,17,Breach,0.92, 14.1  /  15.4  /  5.7 ,47.4%,1.9%,199,0.1%,"184,211",Initiator
17,18,Yoru,1.0, 15.5  /  15.5  /  4.2 ,46.3%,1.8%,217,0.1%,"167,305",Duelist
18,19,Neon,0.98, 15.7  /  16.1  /  4 ,46.7%,1.5%,222,0.1%,"147,350",Duelist
19,20,Astra,1.01, 14.8  /  14.6  /  5.7 ,48.7%,1.2%,204,0.1%,"111,361",Controller
20,21,Harbor,0.89, 13.6  /  15.2  /  5.5 ,45.6%,0.8%,190,0.1%,"80,626",Controller
