,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 17.5  /  15.8  /  3.7 ,49.6%,12.8%,241,0.2%,"252,989",Duelist
1,2,Brimstone,1.0, 14.7  /  14.7  /  9 ,51.3%,12.0%,206,0.1%,"236,422",Controller
2,3,Breach,0.94, 14.3  /  15.3  /  7.1 ,49.2%,10.0%,197,0.1%,"198,502",Initiator
3,4,Reyna,1.15, 17.8  /  15.5  /  4.4 ,50.3%,10.0%,245,0.2%,"197,032",Duelist
4,5,Raze,1.06, 16.7  /  15.8  /  4.6 ,49.3%,7.1%,238,0.2%,"141,254",Duelist
5,6,Killjoy,1.02, 14.6  /  14.4  /  3.7 ,50.5%,6.5%,201,0.1%,"128,861",Sentinel
6,7,Chamber,1.1, 16.5  /  15  /  2.9 ,48.6%,4.7%,221,0.2%,"92,569",Sentinel
7,8,Deadlock,1.0, 15.2  /  15.1  /  3.9 ,48.7%,4.3%,208,0.1%,"85,452",Sentinel
8,9,Sage,0.93, 13.8  /  14.9  /  6.9 ,49.7%,4.3%,190,0.1%,"84,511",Sentinel
9,10,Skye,0.95, 14.2  /  15  /  7.4 ,49.5%,4.2%,196,0.1%,"83,681",Initiator
10,11,Cypher,1.02, 14.9  /  14.6  /  4.7 ,49.4%,3.8%,202,0.1%,"75,763",Sentinel
11,12,Omen,0.96, 14.6  /  15.2  /  7.1 ,46.2%,3.2%,201,0.1%,"63,784",Controller
12,13,Viper,0.98, 14.6  /  14.8  /  5.7 ,48.0%,2.7%,202,0.1%,"52,979",Controller
13,14,Fade,0.97, 14.4  /  14.9  /  6.2 ,48.8%,2.4%,198,0.1%,"47,606",Initiator
14,15,Phoenix,1.11, 17.1  /  15.4  /  4.6 ,50.0%,2.3%,237,0.2%,"44,500",Duelist
15,16,Neon,1.01, 16.6  /  16.4  /  4.3 ,48.7%,2.2%,231,0.2%,"43,106",Duelist
16,17,KAY/O,0.93, 14.3  /  15.5  /  9 ,46.3%,1.9%,203,0.1%,"37,341",Initiator
17,18,Gekko,0.93, 14  /  15.1  /  4.7 ,48.3%,1.8%,190,0.1%,"36,521",Initiator
18,19,Astra,1.03, 15.2  /  14.7  /  6.6 ,47.0%,1.2%,206,0.1%,"23,392",Controller
19,20,Yoru,1.02, 15.9  /  15.7  /  4.3 ,46.1%,1.1%,219,0.2%,"20,988",Duelist
20,21,Sova,0.97, 14.5  /  14.9  /  5.5 ,47.7%,1.1%,202,0.1%,"20,954",Initiator
21,22,Harbor,0.91, 13.9  /  15.2  /  6.1 ,43.4%,0.5%,191,0.1%,"9,024",Controller
