,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.02, 16.1  /  15.8  /  4 ,49.4%,22.1%,224,0.1%,77.0,Duelist
1,2,Omen,1.06, 15.9  /  15.1  /  10.3 ,37.5%,11.5%,214,0.2%,40.0,Controller
2,3,Killjoy,1.26, 18.8  /  14.9  /  3.7 ,51.3%,11.2%,232,0.2%,39.0,Sentinel
3,4,Gekko,1.05, 16.1  /  15.4  /  7.7 ,47.1%,9.8%,217,0.1%,34.0,Initiator
4,5,Sova,1.3, 17.6  /  13.5  /  6.3 ,50.0%,8.6%,240,0.2%,30.0,Initiator
5,6,Reyna,0.98, 14.3  /  14.6  /  3.8 ,52.0%,7.2%,215,0.1%,25.0,Duelist
6,7,Breach,0.97, 17  /  17.5  /  10.3 ,37.5%,6.9%,212,0.1%,24.0,Initiator
7,8,Raze,1.08, 16.8  /  15.6  /  4.3 ,44.4%,5.2%,258,0.1%,18.0,Duelist
8,9,Fade,1.07, 16.2  /  15.2  /  9 ,0.0%,4.3%,221,0.2%,15.0,Initiator
9,10,Brimstone,0.96, 13  /  13.5  /  10.3 ,50.0%,3.4%,191,0.1%,12.0,Controller
10,11,Cypher,1.29, 12  /  9.3  /  5 ,100.0%,2.6%,181,0.1%,9.0,Sentinel
11,12,Skye,0.98, 16.3  /  16.7  /  3.3 ,0.0%,2.6%,211,0.2%,9.0,Initiator
12,13,Phoenix,0.54, 10  /  18.5  /  6 ,0.0%,1.7%,170,0.1%,6.0,Duelist
13,14,Astra,1.39, 19.5  /  14  /  8.3 ,75.0%,1.1%,251,0.2%,4.0,Controller
14,15,Chamber,1.16, 19  /  16.3  /  4.7 ,66.7%,0.9%,249,0.1%,3.0,Sentinel
15,16,KAY/O,0.58, 11  /  19  /  11 ,0.0%,0.9%,172,3,,Initiator
