,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16  /  3.7 ,48.6%,16.2%,236,0.1%,"468,044"
1,2,Reyna,1.13, 17.8  /  15.8  /  4.4 ,49.7%,9.2%,244,0.1%,"265,187"
2,3,Viper,1.03, 15.2  /  14.8  /  6.3 ,49.3%,7.4%,210,0.1%,"212,504"
3,4,Killjoy,1.04, 15  /  14.4  /  3.7 ,50.0%,7.1%,205,0.1%,"204,221"
4,5,Skye,0.95, 14.5  /  15.2  /  8.2 ,49.4%,6.5%,200,0.1%,"188,445"
5,6,Gekko,0.95, 14.4  /  15.1  /  5 ,49.9%,5.6%,194,0.1%,"159,933"
6,7,Fade,0.97, 14.7  /  15.2  /  6.7 ,49.5%,5.5%,201,0.1%,"159,110"
7,8,Astra,1.05, 15.2  /  14.5  /  7 ,50.3%,5.5%,205,0.1%,"157,269"
8,9,Chamber,1.08, 16.3  /  15  /  2.8 ,47.5%,4.9%,217,0.1%,"141,106"
9,10,Cypher,1.02, 15  /  14.7  /  4.7 ,49.6%,4.9%,202,0.1%,"140,404"
10,11,Harbor,0.92, 14  /  15.3  /  6.6 ,46.0%,4.6%,191,0.1%,"131,326"
11,12,Phoenix,1.11, 17.4  /  15.7  /  5 ,51.0%,4.2%,242,0.1%,"121,507"
12,13,Sage,0.94, 14.2  /  15.1  /  7.2 ,50.7%,4.0%,195,0.1%,"115,252"
13,14,Raze,1.04, 16.6  /  16  /  4.8 ,49.7%,3.7%,238,0.1%,"107,008"
14,15,Brimstone,0.97, 14.5  /  15  /  9.1 ,51.7%,2.4%,205,0.1%,"68,996"
15,16,KAY/O,0.92, 14.5  /  15.7  /  9.1 ,44.7%,2.3%,205,0.1%,"65,938"
16,17,Omen,0.96, 14.7  /  15.3  /  7.3 ,47.1%,1.8%,202,0.1%,"50,598"
17,18,Sova,1, 14.8  /  14.8  /  5.9 ,49.2%,1.5%,206,0.1%,"42,163"
18,19,Yoru,1.01, 16.1  /  15.9  /  4.6 ,47.6%,1.2%,222,0.1%,"34,883"
19,20,Neon,0.96, 16  /  16.6  /  4.3 ,46.7%,1.0%,223,0.1%,"28,027"
20,21,Breach,0.92, 14.3  /  15.6  /  7.1 ,45.5%,0.6%,199,0.1%,"18,393"
