,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  15.9  /  3.7 ,49.3%,13.3%,238,0.2%,"323,744"
1,2,Omen,0.98, 14.8  /  15.1  /  7.6 ,48.8%,12.0%,203,0.1%,"291,265"
2,3,Reyna,1.12, 17.6  /  15.7  /  4.4 ,49.6%,11.1%,243,0.2%,"269,540"
3,4,Sova,1, 14.6  /  14.6  /  5.6 ,50.1%,6.8%,203,0.1%,"164,445"
4,5,Sage,0.92, 13.8  /  15  /  7 ,50.0%,6.7%,191,0.1%,"162,349"
5,6,Skye,0.94, 14.2  /  15.1  /  7.6 ,49.1%,5.8%,197,0.1%,"142,009"
6,7,Killjoy,1, 14.5  /  14.5  /  3.5 ,50.0%,5.8%,199,0.1%,"140,251"
7,8,Raze,1.04, 16.5  /  15.9  /  4.6 ,49.3%,4.9%,236,0.2%,"118,729"
8,9,Brimstone,0.96, 14.3  /  14.9  /  9 ,51.1%,4.9%,202,0.1%,"118,138"
9,10,Deadlock,0.98, 14.8  /  15.1  /  3.8 ,48.7%,4.3%,216,0.1%,"105,478"
10,11,Chamber,1.07, 16  /  15  /  2.9 ,48.9%,4.1%,216,0.2%,"100,265"
11,12,Phoenix,1.1, 17.2  /  15.5  /  4.6 ,50.7%,3.6%,239,0.2%,"88,096"
12,13,Cypher,1.01, 14.8  /  14.6  /  4.7 ,49.5%,3.3%,200,0.1%,"79,732"
13,14,Breach,0.93, 14.4  /  15.4  /  7 ,48.7%,2.9%,199,0.1%,"70,879"
14,15,Gekko,0.92, 14  /  15.1  /  4.9 ,48.9%,1.9%,192,0.1%,"46,299"
15,16,Fade,0.94, 14.3  /  15.2  /  6.5 ,48.5%,1.9%,197,0.1%,"45,076"
16,17,Astra,1.02, 15  /  14.7  /  6.6 ,49.1%,1.8%,204,0.1%,"43,464"
17,18,KAY/O,0.91, 14.2  /  15.6  /  8.9 ,44.9%,1.8%,203,0.1%,"43,455"
18,19,Yoru,1, 15.8  /  15.8  /  4.3 ,47.4%,1.2%,218,0.2%,"28,995"
19,20,Neon,0.97, 15.9  /  16.4  /  4.1 ,47.2%,1.0%,223,0.2%,"24,767"
20,21,Viper,0.98, 14.5  /  14.8  /  5.7 ,48.5%,0.7%,202,0.1%,"16,790"
21,22,Harbor,0.91, 14  /  15.4  /  6.1 ,44.5%,0.2%,194,0.1%,"6,028"
