,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.8 ,49.3%,12.2%,240,0.1%,"22,376"
1,2,Reyna,1.13, 17.8  /  15.8  /  4.6 ,50.3%,10.7%,245,0.1%,"19,539"
2,3,Killjoy,1.01, 14.5  /  14.4  /  3.9 ,49.0%,10.6%,201,0.2%,"19,275"
3,4,Omen,0.99, 15.1  /  15.2  /  8.3 ,48.8%,9.8%,208,0.1%,"17,917"
4,5,Sova,1.04, 15.1  /  14.6  /  6.1 ,51.5%,8.0%,212,0.2%,"14,695"
5,6,Sage,0.94, 14  /  14.9  /  7.2 ,50.4%,6.9%,194,0.1%,"12,586"
6,7,Gekko,0.94, 14.3  /  15.2  /  5.2 ,49.1%,5.9%,195,0.1%,"10,853"
7,8,Brimstone,0.97, 14.6  /  15.1  /  9.6 ,51.7%,5.8%,207,0.1%,"10,602"
8,9,Raze,1.03, 16.5  /  16  /  5.1 ,49.1%,5.5%,239,0.1%,"10,004"
9,10,KAY/O,0.92, 14.2  /  15.5  /  8.9 ,45.3%,3.7%,203,0.1%,"6,766"
10,11,Phoenix,1.12, 17.5  /  15.7  /  4.9 ,52.6%,3.3%,245,0.1%,"5,967"
11,12,Cypher,1.01, 14.9  /  14.7  /  5.2 ,50.5%,3.0%,201,0.2%,"5,528"
12,13,Fade,0.95, 14.5  /  15.2  /  6.6 ,47.3%,3.0%,200,0.1%,"5,494"
13,14,Skye,0.95, 14.5  /  15.3  /  8 ,48.6%,2.6%,201,0.1%,"4,790"
14,15,Astra,1.05, 15.4  /  14.7  /  7.5 ,49.0%,2.2%,211,0.1%,"4,098"
15,16,Chamber,1.09, 16.6  /  15.2  /  3 ,48.9%,2.0%,222,0.1%,"3,743"
16,17,Breach,0.95, 14.8  /  15.5  /  6.9 ,49.2%,1.3%,206,0.1%,"2,291"
17,18,Viper,0.99, 14.8  /  14.9  /  5.9 ,48.8%,1.1%,204,0.2%,"1,936"
18,19,Yoru,1.01, 16  /  15.8  /  4.4 ,45.2%,0.9%,220,0.1%,"1,717"
19,20,Neon,0.97, 16  /  16.4  /  4.3 ,47.8%,0.9%,224,0.1%,"1,680"
20,21,Harbor,0.94, 14.5  /  15.4  /  6.1 ,47.2%,0.5%,200,0.1%,833
