,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  16.1  /  3.6 ,49.0%,16.0%,236,0.2%,"228,758"
1,2,Omen,0.98, 14.8  /  15.1  /  8.3 ,48.9%,12.9%,203,0.1%,"185,273"
2,3,Reyna,1.11, 17.6  /  15.8  /  4.4 ,49.6%,10.3%,240,0.2%,"147,598"
3,4,Sova,1.01, 14.8  /  14.7  /  5.8 ,49.9%,8.8%,204,0.1%,"126,415"
4,5,Killjoy,1.02, 14.9  /  14.6  /  3.4 ,50.1%,6.3%,202,0.1%,"90,543"
5,6,Skye,0.95, 14.4  /  15.2  /  7.7 ,49.2%,6.1%,198,0.1%,"87,069"
6,7,Sage,0.94, 14.2  /  15.1  /  7 ,50.4%,4.6%,196,0.1%,"66,248"
7,8,Chamber,1.08, 16.3  /  15.1  /  2.8 ,48.0%,4.4%,217,0.2%,"63,221"
8,9,Raze,1.04, 16.5  /  16  /  4.6 ,49.5%,4.3%,236,0.2%,"61,965"
9,10,Brimstone,0.97, 14.5  /  15  /  9.5 ,51.4%,4.0%,204,0.1%,"56,819"
10,11,Deadlock,1, 15.2  /  15.2  /  3.8 ,49.0%,3.9%,221,0.1%,"55,591"
11,12,Phoenix,1.1, 17.3  /  15.7  /  4.7 ,50.5%,3.8%,239,0.2%,"53,822"
12,13,Cypher,1.02, 15  /  14.7  /  4.6 ,49.4%,3.8%,201,0.1%,"53,791"
13,14,Breach,0.94, 14.5  /  15.4  /  7.5 ,48.8%,2.7%,199,0.1%,"38,713"
14,15,Astra,1.03, 15.2  /  14.8  /  7.2 ,48.8%,1.9%,205,0.1%,"27,225"
15,16,Fade,0.96, 14.5  /  15.1  /  6.8 ,49.6%,1.6%,199,0.1%,"22,266"
16,17,KAY/O,0.93, 14.5  /  15.7  /  9.4 ,44.7%,1.3%,206,0.1%,"19,208"
17,18,Gekko,0.95, 14.4  /  15.2  /  5 ,49.5%,1.1%,195,0.1%,"16,183"
18,19,Yoru,1.01, 16  /  15.8  /  4.5 ,47.2%,1.0%,219,0.2%,"14,996"
19,20,Neon,0.97, 16.1  /  16.5  /  4.1 ,47.9%,0.7%,223,0.2%,"9,592"
20,21,Viper,1.01, 15  /  14.8  /  5.9 ,48.3%,0.3%,208,0.1%,"4,463"
21,22,Harbor,0.93, 14.4  /  15.5  /  6.5 ,47.3%,0.1%,196,"2,064",
