,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.88, 12.6  /  14.3  /  6.5 ,51.0%,16.4%,181,0.1%,"2,531,079"
1,2,Reyna,1.1, 16.5  /  14.9  /  4.3 ,50.7%,13.7%,240,0.2%,"2,111,706"
2,3,Jett,1.08, 16  /  14.9  /  4 ,50.4%,10.7%,234,0.2%,"1,641,537"
3,4,Raze,0.98, 14.7  /  15.1  /  4.9 ,50.5%,7.8%,224,0.1%,"1,193,961"
4,5,Sova,0.91, 13.2  /  14.4  /  5.4 ,49.5%,7.2%,195,0.1%,"1,115,268"
5,6,Killjoy,0.94, 13.1  /  14  /  4.3 ,52.6%,7.2%,195,0.1%,"1,103,997"
6,7,Omen,0.94, 13.9  /  14.9  /  4.6 ,50.0%,6.6%,199,0.1%,"1,014,390"
7,8,Viper,0.92, 13.2  /  14.4  /  5.1 ,50.5%,5.3%,191,0.1%,"811,869"
8,9,Skye,0.9, 13.2  /  14.7  /  6.2 ,50.4%,5.0%,190,0.1%,"774,894"
9,10,Phoenix,0.98, 14.6  /  14.9  /  4 ,48.3%,4.8%,215,0.2%,"731,544"
10,11,Brimstone,0.91, 13.3  /  14.7  /  5.8 ,49.6%,4.1%,195,0.1%,"626,178"
11,12,Cypher,0.93, 13.2  /  14.2  /  4.4 ,49.3%,3.2%,189,0.1%,"488,172"
12,13,Yoru,0.93, 13.9  /  15  /  3.6 ,46.2%,2.8%,204,0.2%,"437,733"
13,14,KAY/O,0.86, 12.8  /  15  /  6.7 ,47.5%,2.6%,189,0.1%,"393,057"
14,15,Breach,0.88, 13.3  /  15.1  /  5 ,48.8%,1.6%,194,0.1%,"253,980"
15,16,Astra,0.95, 13.6  /  14.2  /  4.5 ,50.2%,1.1%,195,0.1%,"167,892"
