,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 18  /  15.5  /  4.4 ,50.1%,11.0%,248,0.2%,"298,281",Duelist
1,2,Jett,1.1, 17.5  /  15.8  /  3.7 ,49.4%,10.8%,242,0.2%,"292,345",Duelist
2,3,Omen,0.99, 14.9  /  15.1  /  7.2 ,49.3%,10.1%,205,0.1%,"273,294",Controller
3,4,Raze,1.07, 16.9  /  15.8  /  4.9 ,50.2%,8.6%,245,0.2%,"234,857",Duelist
4,5,Skye,0.94, 14.2  /  15  /  8 ,49.6%,6.6%,197,0.1%,"180,243",Initiator
5,6,Killjoy,1.01, 14.5  /  14.3  /  3.6 ,50.2%,5.7%,200,0.1%,"155,288",Sentinel
6,7,Sage,0.92, 13.7  /  14.9  /  7 ,50.4%,5.3%,190,0.1%,"145,114",Sentinel
7,8,Chamber,1.12, 16.5  /  14.8  /  2.9 ,50.0%,5.3%,222,0.2%,"142,884",Sentinel
8,9,Deadlock,1.0, 15  /  15  /  3.8 ,49.1%,4.9%,214,0.1%,"132,435",Sentinel
9,10,Gekko,0.94, 14.1  /  15  /  4.8 ,50.4%,4.5%,192,0.1%,"121,983",Initiator
10,11,Breach,0.94, 14.4  /  15.3  /  7 ,49.3%,4.5%,200,0.1%,"120,976",Initiator
11,12,Brimstone,0.97, 14.4  /  14.9  /  8.6 ,51.0%,3.9%,205,0.1%,"107,189",Controller
12,13,Phoenix,1.12, 17.2  /  15.3  /  4.6 ,50.1%,2.8%,240,0.2%,"76,017",Duelist
13,14,Cypher,1.01, 14.7  /  14.6  /  4.6 ,48.8%,2.3%,199,0.1%,"63,663",Sentinel
14,15,Fade,0.95, 14.2  /  15  /  6.4 ,48.7%,2.2%,197,0.1%,"59,529",Initiator
15,16,Astra,1.04, 15.1  /  14.6  /  6.3 ,50.1%,2.0%,207,0.1%,"54,115",Controller
16,17,Viper,1.01, 14.9  /  14.7  /  5.7 ,49.8%,1.9%,207,0.1%,"50,377",Controller
17,18,KAY/O,0.92, 14.2  /  15.5  /  9 ,45.4%,1.7%,203,0.1%,"46,377",Initiator
18,19,Sova,0.98, 14.5  /  14.8  /  5.5 ,48.8%,1.6%,205,0.1%,"44,730",Initiator
19,20,Neon,1.0, 16.3  /  16.3  /  4.2 ,47.6%,1.6%,229,0.2%,"42,713",Duelist
20,21,Harbor,0.93, 14.1  /  15.2  /  6.1 ,47.6%,1.5%,194,0.1%,"41,007",Controller
21,22,Yoru,1.01, 15.8  /  15.7  /  4.3 ,46.4%,1.2%,218,0.2%,"33,303",Duelist
