,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.84, 12.2  /  14.5  /  6.4 ,49.9%,13.0%,176,0.1%,"690,678",Sentinel
1,2,Reyna,1.07, 16  /  15  /  4.5 ,49.7%,11.1%,231,0.1%,"592,671",Duelist
2,3,Omen,0.93, 13.7  /  14.8  /  5.4 ,48.8%,8.5%,196,0.1%,"452,016",Controller
3,4,Raze,0.96, 14.5  /  15.1  /  4.7 ,49.1%,6.9%,217,0.1%,"368,502",Duelist
4,5,Jett,1.01, 15.3  /  15.2  /  3.9 ,49.2%,6.8%,220,0.1%,"361,655",Duelist
5,6,Killjoy,0.91, 12.8  /  14  /  4 ,50.7%,5.7%,187,0.1%,"301,815",Sentinel
6,7,Gekko,0.85, 12.6  /  14.8  /  4.7 ,49.4%,5.0%,182,0.1%,"268,667",Initiator
7,8,Skye,0.85, 12.5  /  14.7  /  7.1 ,48.9%,4.5%,183,0.1%,"242,270",Initiator
8,9,Sova,0.89, 12.9  /  14.5  /  5 ,48.7%,4.5%,188,0.1%,"240,398",Initiator
9,10,Brimstone,0.91, 13.2  /  14.6  /  6.6 ,49.7%,4.5%,194,0.1%,"239,360",Controller
10,11,Phoenix,0.99, 14.7  /  14.9  /  4.4 ,48.6%,4.3%,215,0.1%,"227,737",Duelist
11,12,Fade,0.85, 12.6  /  14.8  /  6.1 ,48.9%,3.5%,184,0.1%,"189,094",Initiator
12,13,Yoru,0.92, 13.8  /  15.1  /  4.3 ,46.7%,3.4%,199,0.1%,"181,917",Duelist
13,14,Neon,0.92, 14.3  /  15.6  /  4.1 ,47.9%,3.3%,209,0.1%,"177,086",Duelist
14,15,Cypher,0.92, 13.1  /  14.2  /  4.8 ,49.3%,3.1%,187,0.1%,"162,803",Sentinel
15,16,Viper,0.89, 12.9  /  14.6  /  5.1 ,47.9%,3.0%,188,0.1%,"159,577",Controller
16,17,KAY/O,0.83, 12.5  /  15.1  /  7.8 ,46.4%,2.8%,186,0.1%,"147,979",Initiator
17,18,Chamber,0.98, 14.1  /  14.5  /  3.4 ,48.2%,2.5%,200,0.1%,"135,944",Sentinel
18,19,Breach,0.89, 13.4  /  15  /  5.5 ,49.2%,1.8%,194,0.1%,"96,942",Initiator
19,20,Harbor,0.83, 12.5  /  15  /  5.4 ,46.1%,1.0%,181,0.1%,"53,911",Controller
20,21,Astra,0.95, 13.5  /  14.2  /  5.1 ,49.1%,0.8%,193,0.1%,"41,604",Controller
