,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  16  /  3.5 ,49.0%,17.4%,235,0.2%,"113,013"
1,2,Reyna,1.12, 17.7  /  15.8  /  4.3 ,49.7%,9.6%,242,0.2%,"62,533"
2,3,Astra,1.04, 15.1  /  14.5  /  7.2 ,49.6%,8.4%,204,0.1%,"54,624"
3,4,Skye,0.95, 14.4  /  15.2  /  8.1 ,49.6%,8.0%,198,0.1%,"51,915"
4,5,Killjoy,1.05, 15.2  /  14.5  /  3.5 ,51.1%,6.4%,208,0.1%,"41,334"
5,6,Chamber,1.08, 16.4  /  15.1  /  2.7 ,48.4%,5.9%,217,0.2%,"38,266"
6,7,Viper,1.03, 15.2  /  14.8  /  6.3 ,49.2%,5.4%,210,0.1%,"35,051"
7,8,Fade,0.97, 14.7  /  15.1  /  6.6 ,49.9%,5.3%,201,0.1%,"34,575"
8,9,Phoenix,1.11, 17.3  /  15.6  /  4.9 ,51.2%,4.4%,241,0.2%,"28,749"
9,10,Cypher,1.02, 15  /  14.7  /  4.6 ,50.0%,4.1%,202,0.1%,"26,555"
10,11,Gekko,0.95, 14.4  /  15.1  /  4.9 ,50.4%,3.8%,194,0.1%,"24,399"
11,12,Deadlock,1.03, 15.6  /  15.2  /  3.9 ,49.7%,3.4%,208,0.1%,"22,071"
12,13,Raze,1.04, 16.7  /  16  /  4.8 ,51.1%,3.3%,239,0.2%,"21,351"
13,14,Harbor,0.92, 14  /  15.2  /  6.6 ,45.7%,3.1%,192,0.1%,"20,070"
14,15,Sage,0.95, 14.3  /  15.1  /  6.9 ,51.1%,2.3%,197,0.1%,"14,689"
15,16,Brimstone,0.98, 14.7  /  14.9  /  9.4 ,52.4%,2.2%,206,0.1%,"14,293"
16,17,KAY/O,0.93, 14.5  /  15.6  /  9.1 ,44.6%,1.6%,205,0.1%,"10,685"
17,18,Omen,0.97, 14.8  /  15.3  /  7.6 ,47.5%,1.6%,202,0.1%,"10,108"
18,19,Sova,1, 14.8  /  14.8  /  5.9 ,49.4%,1.4%,206,0.1%,"9,202"
19,20,Yoru,1.02, 16.1  /  15.8  /  4.4 ,48.4%,1.3%,222,0.2%,"8,526"
20,21,Neon,0.97, 15.9  /  16.4  /  4.1 ,47.7%,0.7%,222,0.2%,"4,748"
21,22,Breach,0.91, 14.1  /  15.5  /  7.4 ,47.2%,0.5%,196,0.1%,"3,131"
