,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.74, 10.3  /  13.9  /  5.5 ,50.9%,14.7%,156,0.1%,"250,206"
1,2,Reyna,0.97, 13.9  /  14.3  /  4.2 ,49.1%,11.4%,210,0.2%,"193,902"
2,3,Raze,0.87, 12.5  /  14.3  /  4.5 ,49.8%,7.7%,198,0.1%,"130,101"
3,4,Jett,0.89, 12.8  /  14.4  /  3.5 ,48.3%,6.7%,196,0.2%,"113,118"
4,5,Fade,0.76, 10.7  /  14.2  /  5.6 ,52.7%,6.2%,164,0.1%,"105,060"
5,6,Omen,0.85, 11.9  /  14.1  /  4.1 ,49.1%,5.6%,179,0.1%,"95,013"
6,7,Yoru,0.83, 11.8  /  14.3  /  3.8 ,47.7%,5.5%,179,0.1%,"94,095"
7,8,Sova,0.76, 10.7  /  14.1  /  4.5 ,47.6%,4.9%,164,0.1%,"83,436"
8,9,Phoenix,0.88, 12.6  /  14.2  /  3.8 ,49.9%,4.9%,191,0.2%,"82,824"
9,10,Viper,0.81, 11.2  /  13.9  /  4.5 ,51.7%,4.8%,171,0.1%,"81,345"
10,11,Neon,0.86, 12.4  /  14.4  /  3.8 ,49.0%,4.5%,191,0.2%,"75,939"
11,12,Chamber,0.92, 12.7  /  13.7  /  3.3 ,50.2%,4.4%,187,0.1%,"75,378"
12,13,Killjoy,0.83, 11.1  /  13.4  /  4 ,52.3%,3.9%,173,0.1%,"65,943"
13,14,Brimstone,0.81, 11.2  /  13.7  /  4.9 ,50.6%,3.5%,173,0.1%,"59,619"
14,15,Skye,0.76, 10.7  /  14  /  6.3 ,52.6%,3.2%,166,0.1%,"55,131"
15,16,KAY/O,0.74, 10.7  /  14.4  /  6.3 ,48.8%,3.0%,166,0.1%,"51,459"
16,17,Cypher,0.84, 11.3  /  13.5  /  4.5 ,51.5%,2.2%,170,0.1%,"36,720"
17,18,Harbor,0.77, 10.7  /  14  /  3.9 ,47.8%,1.3%,165,0.1%,"22,185"
18,19,Breach,0.79, 11.2  /  14.1  /  4.7 ,47.9%,1.1%,170,0.2%,"19,278"
19,20,Astra,0.84, 10.6  /  12.7  /  3.8 ,45.8%,0.6%,170,0.1%,"9,690"
