,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.12, 17.7  /  15.8  /  3.7 ,52.7%,15.6%,244,0.1%,586
1,2,Omen,1.06, 16.1  /  15.2  /  7.6 ,51.5%,11.3%,218,0.1%,427
2,3,Killjoy,1.14, 16.3  /  14.3  /  3.1 ,47.8%,9.8%,223,0.2%,368
3,4,Raze,1.07, 17.4  /  16.2  /  4.6 ,52.3%,9.8%,245,0.1%,367
4,5,Breach,0.93, 14  /  15  /  8.2 ,48.3%,8.7%,191,0.1%,327
5,6,Chamber,1.17, 18.2  /  15.6  /  2.3 ,50.0%,8.3%,230,0.1%,314
6,7,Skye,1.01, 15  /  14.8  /  8.9 ,50.5%,7.3%,204,0.2%,273
7,8,Reyna,1.24, 19.4  /  15.6  /  4.4 ,49.2%,6.6%,254,0.1%,250
8,9,Harbor,1.01, 15.2  /  15.1  /  5.9 ,45.1%,4.1%,197,0.1%,153
9,10,Cypher,1.03, 15.5  /  15  /  4.9 ,52.3%,2.8%,203,0.2%,107
10,11,Sova,1.06, 15.9  /  15  /  6.2 ,46.7%,2.8%,221,0.1%,105
11,12,Astra,1.3, 18.6  /  14.4  /  8.4 ,61.9%,2.6%,238,0.2%,97
12,13,Neon,0.85, 15.4  /  18  /  4.4 ,24.1%,2.2%,219,0.1%,83
13,14,Fade,1.18, 17.2  /  14.6  /  7.5 ,60.8%,2.1%,226,0.1%,79
14,15,Yoru,1.1, 17.8  /  16.1  /  5.7 ,45.5%,1.5%,246,0.1%,55
15,16,Brimstone,1.07, 16  /  14.9  /  12.1 ,75.0%,1.0%,220,0.2%,36
16,17,Phoenix,1.28, 19.4  /  15.2  /  4.8 ,58.3%,1.0%,264,0.1%,36
17,18,Viper,1.07, 15.7  /  14.8  /  5.7 ,50.0%,1.0%,214,0.1%,36
18,19,Sage,0.91, 15.2  /  16.7  /  8.7 ,45.7%,0.9%,187,0.2%,35
19,20,KAY/O,0.96, 14  /  14.6  /  9.9 ,31.0%,0.8%,214,0.1%,29
