,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.87, 12.6  /  14.5  /  7 ,49.5%,12.3%,182,0.1%,"25,154",Sentinel
1,2,Reyna,1.08, 16.5  /  15.2  /  4.8 ,50.3%,10.9%,237,0.1%,"22,429",Duelist
2,3,Killjoy,0.98, 13.7  /  13.9  /  4.4 ,50.7%,8.9%,200,0.2%,"18,334",Sentinel
3,4,Omen,0.95, 14.1  /  14.9  /  6.2 ,48.6%,7.2%,202,0.1%,"14,703",Controller
4,5,Raze,1.0, 15.2  /  15.2  /  5.4 ,50.7%,6.6%,230,0.1%,"13,517",Duelist
5,6,Jett,1.01, 15.7  /  15.5  /  4.1 ,49.1%,6.6%,225,0.1%,"13,498",Duelist
6,7,Sova,0.95, 13.7  /  14.4  /  5.5 ,49.5%,5.3%,200,0.1%,"10,783",Initiator
7,8,Brimstone,0.95, 13.9  /  14.7  /  7.7 ,50.6%,5.2%,204,0.1%,"10,621",Controller
8,9,Gekko,0.91, 13.6  /  14.8  /  4.9 ,50.2%,4.3%,192,0.1%,"8,781",Initiator
9,10,Fade,0.88, 13  /  14.8  /  6.2 ,47.8%,4.1%,189,0.1%,"8,441",Initiator
10,11,Phoenix,1.03, 15.4  /  14.9  /  4.8 ,49.6%,3.9%,227,0.1%,"7,937",Duelist
11,12,Skye,0.86, 12.8  /  14.9  /  7.8 ,47.6%,3.6%,188,0.1%,"7,456",Initiator
12,13,Viper,0.92, 13.4  /  14.6  /  5.5 ,48.0%,3.3%,195,0.1%,"6,816",Controller
13,14,KAY/O,0.84, 12.8  /  15.2  /  7.9 ,46.0%,3.3%,190,0.1%,"6,754",Initiator
14,15,Neon,0.94, 14.7  /  15.7  /  4.3 ,46.6%,2.9%,215,0.1%,"5,886",Duelist
15,16,Cypher,0.95, 13.6  /  14.2  /  5.3 ,47.6%,2.8%,192,0.2%,"5,839",Sentinel
16,17,Yoru,0.93, 14.4  /  15.5  /  4.4 ,47.1%,2.8%,205,0.1%,"5,735",Duelist
17,18,Chamber,1.02, 14.9  /  14.7  /  3.5 ,46.5%,2.1%,212,0.1%,"4,260",Sentinel
18,19,Breach,0.91, 13.8  /  15.2  /  6 ,50.6%,1.8%,198,0.1%,"3,654",Initiator
19,20,Harbor,0.89, 13.3  /  15  /  5.8 ,45.3%,1.2%,193,0.1%,"2,388",Controller
20,21,Astra,0.99, 14.5  /  14.6  /  6 ,48.3%,1.0%,204,0.1%,"1,950",Controller
