,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.4  /  15.9  /  3.8 ,48.8%,11.4%,241,0.1%,"22,609"
1,2,Reyna,1.14, 17.9  /  15.7  /  4.6 ,50.3%,11.0%,248,0.1%,"21,817"
2,3,Omen,0.99, 15  /  15.1  /  7.4 ,48.7%,10.4%,207,0.1%,"20,618"
3,4,Sage,0.93, 13.9  /  15  /  7.2 ,50.8%,9.3%,194,0.1%,"18,577"
4,5,Killjoy,0.99, 14.3  /  14.4  /  3.8 ,50.3%,6.7%,200,0.2%,"13,228"
5,6,Gekko,0.95, 14.4  /  15.1  /  5.3 ,50.2%,6.1%,198,0.1%,"12,092"
6,7,Sova,1.01, 14.7  /  14.6  /  5.7 ,50.2%,6.0%,207,0.1%,"11,859"
7,8,Brimstone,0.97, 14.5  /  14.9  /  8.8 ,51.9%,5.6%,206,0.1%,"11,146"
8,9,Raze,1.06, 16.8  /  15.9  /  4.8 ,50.5%,5.0%,242,0.1%,"9,958"
9,10,Cypher,1, 14.7  /  14.7  /  4.9 ,48.5%,4.0%,200,0.1%,"8,000"
10,11,Phoenix,1.12, 17.6  /  15.6  /  4.7 ,52.1%,3.8%,245,0.1%,"7,610"
11,12,Skye,0.94, 14.4  /  15.3  /  7.7 ,48.8%,3.8%,201,0.1%,"7,499"
12,13,Fade,0.96, 14.5  /  15.1  /  6.6 ,49.1%,3.2%,202,0.1%,"6,451"
13,14,Chamber,1.08, 16.2  /  15  /  3 ,48.1%,2.7%,220,0.1%,"5,295"
14,15,Breach,0.93, 14.4  /  15.4  /  6.8 ,48.3%,2.6%,201,0.1%,"5,150"
15,16,KAY/O,0.92, 14.4  /  15.7  /  9.1 ,44.6%,2.6%,206,0.1%,"5,148"
16,17,Astra,1.05, 15.3  /  14.6  /  6.6 ,50.8%,2.0%,209,0.1%,"4,025"
17,18,Neon,0.97, 16.1  /  16.6  /  4.2 ,45.4%,1.2%,226,0.1%,"2,468"
18,19,Yoru,1.02, 16.1  /  15.8  /  4.5 ,47.7%,1.1%,224,0.1%,"2,285"
19,20,Viper,0.96, 14.3  /  14.9  /  5.6 ,49.3%,1.0%,201,0.1%,"2,004"
20,21,Harbor,0.88, 13.8  /  15.6  /  6.2 ,45.1%,0.5%,190,0.1%,"1,009"
