,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.08, 17.7  /  16.3  /  4.6 ,50.1%,17.3%,249,0.1%,"20,344"
1,2,Skye,1, 15  /  15.1  /  7.9 ,50.6%,14.5%,200,0.1%,"16,962"
2,3,Brimstone,1.04, 15.6  /  15  /  9.1 ,51.1%,14.3%,213,0.1%,"16,755"
3,4,Jett,1.12, 18.1  /  16.1  /  3.4 ,50.4%,12.9%,243,0.1%,"15,133"
4,5,Cypher,1.05, 15.6  /  14.8  /  4.5 ,50.0%,6.6%,204,0.1%,"7,780"
5,6,Chamber,1.11, 16.9  /  15.2  /  2.4 ,48.4%,5.8%,219,0.2%,"6,851"
6,7,Viper,1.1, 16.5  /  15  /  5.4 ,51.4%,4.8%,221,0.1%,"5,590"
7,8,Reyna,1.19, 18.6  /  15.6  /  4.2 ,51.6%,4.3%,249,0.1%,"5,075"
8,9,Sova,1.05, 15.4  /  14.7  /  5.8 ,48.0%,3.7%,211,0.1%,"4,339"
9,10,Sage,1.01, 15  /  14.9  /  6.8 ,51.7%,3.0%,200,0.1%,"3,536"
10,11,Fade,1.03, 15.5  /  15.1  /  6.8 ,48.3%,2.8%,207,0.1%,"3,324"
11,12,Killjoy,1.06, 15.3  /  14.4  /  3.2 ,48.1%,2.6%,205,0.1%,"3,011"
12,13,Omen,1.03, 15.7  /  15.2  /  8.1 ,48.6%,1.7%,213,0.1%,"2,034"
13,14,Yoru,1.08, 17.2  /  16  /  4.4 ,46.6%,1.7%,234,0.1%,"1,977"
14,15,Gekko,1.03, 15.5  /  15.1  /  4.8 ,49.7%,1.2%,204,0.1%,"1,385"
15,16,Astra,1.08, 16.1  /  14.9  /  7.1 ,48.0%,1.1%,213,0.1%,"1,264"
16,17,Phoenix,1.12, 17.7  /  15.8  /  4.6 ,51.2%,0.9%,242,0.1%,"1,037"
17,18,Harbor,0.96, 14.7  /  15.3  /  6.2 ,43.0%,0.7%,197,0.1%,838
18,19,Neon,1.08, 16.7  /  15.5  /  3.5 ,40.9%,0.1%,239,127,
19,20,KAY/O,1.07, 15.6  /  14.6  /  12.4 ,35.7%,0.0%,241,0.1%,14
20,21,Breach,1.07, 14.1  /  13.3  /  5.1 ,50.0%,0.0%,210,0.1%,8
