,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.84, 12.2  /  14.5  /  6.2 ,49.8%,12.7%,177,0.1%,"695,259",Sentinel
1,2,Reyna,1.08, 16.1  /  14.9  /  4.4 ,50.0%,11.0%,233,0.1%,"605,692",Duelist
2,3,Raze,0.97, 14.7  /  15.2  /  4.7 ,49.4%,8.0%,220,0.1%,"439,912",Duelist
3,4,Omen,0.92, 13.7  /  14.8  /  5.2 ,48.5%,7.0%,196,0.1%,"384,799",Controller
4,5,Jett,1.0, 15.1  /  15.1  /  3.8 ,48.7%,6.0%,218,0.1%,"326,333",Duelist
5,6,Killjoy,0.92, 12.8  /  14  /  4 ,51.0%,5.5%,189,0.1%,"299,415",Sentinel
6,7,Brimstone,0.92, 13.3  /  14.5  /  6.3 ,50.3%,5.3%,195,0.1%,"293,141",Controller
7,8,Skye,0.86, 12.6  /  14.7  /  6.9 ,49.1%,5.2%,184,0.1%,"283,095",Initiator
8,9,Gekko,0.85, 12.6  /  14.9  /  4.5 ,48.9%,5.1%,182,0.1%,"280,126",Initiator
9,10,Phoenix,0.99, 14.7  /  14.8  /  4.3 ,49.1%,4.3%,215,0.1%,"234,733",Duelist
10,11,Fade,0.85, 12.6  /  14.9  /  5.8 ,48.1%,3.9%,184,0.1%,"213,337",Initiator
11,12,Sova,0.88, 12.9  /  14.6  /  4.9 ,48.3%,3.7%,189,0.1%,"203,262",Initiator
12,13,Viper,0.89, 13  /  14.5  /  4.8 ,48.8%,3.5%,189,0.1%,"194,467",Controller
13,14,Yoru,0.91, 13.7  /  15.1  /  4.2 ,46.3%,3.5%,198,0.1%,"190,905",Duelist
14,15,Cypher,0.92, 13  /  14.1  /  4.8 ,49.1%,3.5%,186,0.1%,"189,840",Sentinel
15,16,Neon,0.92, 14.3  /  15.5  /  4 ,47.5%,3.2%,208,0.1%,"178,115",Duelist
16,17,KAY/O,0.83, 12.5  /  15.1  /  7.3 ,46.4%,2.7%,186,0.1%,"147,174",Initiator
17,18,Chamber,0.97, 14.1  /  14.5  /  3.3 ,47.8%,2.4%,199,0.1%,"132,769",Sentinel
18,19,Breach,0.88, 13.2  /  15.1  /  5.2 ,48.5%,1.7%,192,0.1%,"91,776",Initiator
19,20,Harbor,0.84, 12.5  /  14.9  /  5 ,47.2%,1.1%,181,0.1%,"60,203",Controller
20,21,Astra,0.95, 13.6  /  14.3  /  4.9 ,49.0%,0.7%,194,0.1%,"38,560",Controller
