,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.16, 18  /  15.5  /  4.6 ,50.3%,10.5%,250,0.1%,"20,561"
1,2,Brimstone,0.99, 14.6  /  14.7  /  8.5 ,50.6%,10.0%,207,0.2%,"19,488"
2,3,Jett,1.1, 17.4  /  15.9  /  3.8 ,48.8%,9.7%,241,0.1%,"19,073"
3,4,Breach,0.94, 14.5  /  15.4  /  6.8 ,49.0%,8.3%,202,0.1%,"16,238"
4,5,Killjoy,1, 14.4  /  14.4  /  4.1 ,50.6%,7.6%,202,0.2%,"14,830"
5,6,Sage,0.92, 13.5  /  14.7  /  7 ,49.5%,7.5%,190,0.1%,"14,627"
6,7,Raze,1.06, 16.7  /  15.8  /  4.8 ,49.2%,6.3%,241,0.1%,"12,432"
7,8,Gekko,0.96, 14.4  /  15  /  5 ,50.9%,5.7%,196,0.1%,"11,222"
8,9,Cypher,1, 14.6  /  14.6  /  4.9 ,49.1%,4.3%,200,0.1%,"8,327"
9,10,Viper,0.98, 14.4  /  14.8  /  5.7 ,49.9%,4.1%,201,0.2%,"8,034"
10,11,Fade,0.95, 14.3  /  15.1  /  6.2 ,48.2%,3.8%,199,0.1%,"7,428"
11,12,Omen,0.97, 14.7  /  15.2  /  6.8 ,46.1%,3.4%,204,0.1%,"6,679"
12,13,KAY/O,0.94, 14.5  /  15.5  /  8.9 ,46.8%,2.9%,207,0.1%,"5,691"
13,14,Neon,1.02, 16.5  /  16.3  /  4.4 ,49.9%,2.9%,233,0.1%,"5,677"
14,15,Skye,0.93, 14  /  15.1  /  7.3 ,46.8%,2.8%,196,0.1%,"5,569"
15,16,Chamber,1.09, 16.4  /  15  /  3.1 ,49.7%,2.7%,222,0.1%,"5,231"
16,17,Phoenix,1.12, 17.2  /  15.4  /  4.6 ,50.0%,2.6%,240,0.1%,"5,096"
17,18,Sova,0.96, 14.3  /  14.9  /  5.4 ,47.6%,1.5%,203,0.1%,"2,963"
18,19,Astra,1.04, 15.4  /  14.8  /  6.4 ,46.5%,1.2%,210,0.1%,"2,376"
19,20,Yoru,1.02, 15.9  /  15.6  /  4.3 ,45.5%,1.2%,222,0.1%,"2,324"
20,21,Harbor,0.91, 13.8  /  15.2  /  6 ,46.7%,1.0%,190,0.1%,"1,965"
