,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.3  /  16  /  3.8 ,48.6%,13.6%,239,0.1%,"24,713",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  7.6 ,48.0%,11.2%,204,0.1%,"20,300",Controller
2,3,Reyna,1.13, 17.8  /  15.8  /  4.5 ,49.5%,10.8%,246,0.1%,"19,666",Duelist
3,4,Sage,0.94, 14.1  /  15  /  7.1 ,50.3%,8.2%,195,0.1%,"14,875",Sentinel
4,5,Sova,1.0, 14.9  /  14.8  /  5.7 ,48.9%,7.7%,207,0.1%,"13,972",Initiator
5,6,Killjoy,1.01, 14.5  /  14.5  /  3.7 ,50.8%,6.8%,201,0.2%,"12,344",Sentinel
6,7,Brimstone,0.98, 14.5  /  14.9  /  8.9 ,51.3%,5.2%,206,0.1%,"9,435",Controller
7,8,Raze,1.05, 16.7  /  16  /  4.8 ,49.2%,5.1%,239,0.1%,"9,205",Duelist
8,9,Skye,0.95, 14.4  /  15.2  /  7.5 ,48.6%,4.5%,201,0.1%,"8,245",Initiator
9,10,Cypher,1.0, 14.7  /  14.8  /  4.8 ,48.8%,4.5%,200,0.2%,"8,239",Sentinel
10,11,Phoenix,1.11, 17.4  /  15.6  /  4.7 ,51.8%,4.1%,242,0.1%,"7,410",Duelist
11,12,Fade,0.95, 14.5  /  15.2  /  6.6 ,49.9%,3.8%,200,0.1%,"6,918",Initiator
12,13,Breach,0.94, 14.3  /  15.3  /  7 ,47.7%,3.3%,201,0.1%,"5,924",Initiator
13,14,Chamber,1.09, 16.4  /  15.1  /  2.9 ,46.9%,2.9%,220,0.1%,"5,292",Sentinel
14,15,KAY/O,0.91, 14.3  /  15.7  /  9.2 ,45.0%,2.9%,205,0.1%,"5,210",Initiator
15,16,Astra,1.03, 15.1  /  14.6  /  6.8 ,47.9%,2.0%,206,0.2%,"3,714",Controller
16,17,Neon,0.97, 16.3  /  16.7  /  4 ,47.1%,1.2%,224,0.1%,"2,195",Duelist
17,18,Yoru,1.02, 16.1  /  15.9  /  4.5 ,47.3%,1.1%,222,0.1%,"2,010",Duelist
18,19,Viper,0.97, 14.4  /  14.8  /  5.7 ,46.7%,0.7%,201,0.1%,"1,329",Controller
19,20,Harbor,0.88, 13.9  /  15.9  /  6.3 ,41.5%,0.5%,193,0.1%,852,Controller
