,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.06, 17.4  /  16.4  /  5 ,51.4%,14.3%,251,0.1%,"2,569",Duelist
1,2,Sage,1.02, 15.4  /  15.1  /  7.4 ,49.0%,13.4%,212,0.1%,"2,418",Sentinel
2,3,Jett,1.08, 17.8  /  16.4  /  3.5 ,47.7%,12.7%,243,0.1%,"2,277",Duelist
3,4,Omen,1.0, 15.2  /  15.2  /  8.6 ,47.5%,10.9%,206,0.1%,"1,959",Controller
4,5,Skye,0.96, 14.6  /  15.2  /  8.3 ,50.3%,9.3%,202,0.1%,"1,668",Initiator
5,6,Cypher,1.04, 15.6  /  14.9  /  4.5 ,48.4%,7.5%,206,0.2%,"1,349",Sentinel
6,7,Killjoy,1.09, 15.8  /  14.5  /  3.5 ,51.1%,7.4%,213,0.2%,"1,324",Sentinel
7,8,Reyna,1.13, 17.9  /  15.9  /  4.4 ,49.5%,5.8%,245,0.1%,"1,050",Duelist
8,9,Astra,1.05, 15.3  /  14.6  /  7.6 ,54.3%,5.4%,209,0.2%,971,Controller
9,10,Breach,0.97, 14.9  /  15.3  /  7.9 ,47.2%,2.7%,202,0.1%,479,Initiator
10,11,Brimstone,0.97, 14.9  /  15.4  /  10 ,51.8%,2.1%,210,0.1%,369,Controller
11,12,KAY/O,0.95, 15.2  /  16  /  9.6 ,44.0%,1.9%,209,0.1%,343,Initiator
12,13,Chamber,1.09, 17.2  /  15.7  /  2.9 ,43.5%,1.4%,224,0.1%,255,Sentinel
13,14,Fade,0.97, 15.2  /  15.7  /  7.1 ,50.0%,1.4%,208,0.1%,250,Initiator
14,15,Viper,1.03, 15.5  /  15  /  5.9 ,47.4%,1.1%,220,0.1%,192,Controller
15,16,Phoenix,1.14, 18.2  /  16  /  4.7 ,51.1%,1.0%,246,0.1%,186,Duelist
16,17,Yoru,1.12, 17.5  /  15.6  /  4.7 ,45.7%,0.7%,239,0.1%,127,Duelist
17,18,Neon,0.94, 15.6  /  16.6  /  4.6 ,51.1%,0.5%,222,0.1%,88,Duelist
18,19,Harbor,1.13, 16  /  14.1  /  7.3 ,37.8%,0.4%,216,0.2%,74,Controller
19,20,Sova,1.04, 16.1  /  15.5  /  6.4 ,50.0%,0.3%,212,0.2%,46,Initiator
