,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.91, 13.2  /  14.6  /  7.4 ,50.5%,13.0%,190,0.1%,"35,594",Sentinel
1,2,Reyna,1.15, 17.5  /  15.2  /  4.7 ,50.2%,11.5%,249,0.1%,"31,666",Duelist
2,3,Raze,1.04, 16.1  /  15.5  /  5.1 ,50.2%,7.5%,239,0.1%,"20,585",Duelist
3,4,Omen,0.99, 14.8  /  15  /  6.1 ,49.7%,7.5%,210,0.1%,"20,501",Controller
4,5,Killjoy,1.0, 14.2  /  14.2  /  4.3 ,50.5%,6.9%,203,0.2%,"18,832",Sentinel
5,6,Jett,1.07, 16.7  /  15.6  /  4.1 ,49.0%,6.6%,238,0.1%,"18,168",Duelist
6,7,Brimstone,0.96, 14.3  /  14.8  /  7.6 ,49.8%,5.1%,208,0.1%,"14,124",Controller
7,8,Gekko,0.94, 14.1  /  15  /  4.8 ,49.5%,4.9%,197,0.1%,"13,344",Initiator
8,9,Skye,0.93, 13.8  /  15  /  7.8 ,49.7%,4.2%,198,0.1%,"11,574",Initiator
9,10,Cypher,0.99, 14.3  /  14.4  /  5.2 ,49.7%,4.2%,200,0.1%,"11,431",Sentinel
10,11,Viper,0.96, 13.9  /  14.6  /  5.4 ,49.3%,3.7%,200,0.2%,"10,199",Controller
11,12,Fade,0.92, 13.9  /  15  /  6.1 ,49.5%,3.7%,197,0.1%,"10,195",Initiator
12,13,Phoenix,1.08, 16.4  /  15.2  /  4.8 ,48.6%,3.5%,236,0.1%,"9,714",Duelist
13,14,KAY/O,0.89, 13.6  /  15.3  /  8.2 ,46.1%,3.4%,199,0.1%,"9,279",Initiator
14,15,Sova,0.95, 14  /  14.7  /  5.3 ,49.0%,3.1%,203,0.1%,"8,426",Initiator
15,16,Neon,0.99, 15.8  /  15.9  /  4.3 ,46.1%,2.4%,227,0.1%,"6,621",Duelist
16,17,Breach,0.93, 14.2  /  15.2  /  6 ,49.6%,2.3%,203,0.1%,"6,216",Initiator
17,18,Yoru,1.01, 15.4  /  15.3  /  4.4 ,47.3%,2.1%,218,0.1%,"5,766",Duelist
18,19,Chamber,1.05, 15.6  /  14.9  /  3.4 ,48.5%,2.0%,216,0.1%,"5,518",Sentinel
19,20,Astra,1.04, 15.1  /  14.5  /  5.8 ,52.8%,1.5%,210,0.1%,"3,984",Controller
20,21,Harbor,0.88, 13.4  /  15.2  /  5.6 ,48.1%,1.1%,190,0.1%,"2,894",Controller
