,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.77, 11  /  14.3  /  5.8 ,50.0%,13.4%,162,0.1%,"235,425"
1,2,Reyna,0.99, 14.5  /  14.7  /  4.3 ,49.5%,11.1%,213,0.1%,"195,210"
2,3,Raze,0.89, 13.3  /  14.8  /  4.5 ,49.4%,7.4%,201,0.1%,"129,626"
3,4,Omen,0.86, 12.6  /  14.6  /  4.7 ,49.1%,7.3%,183,0.1%,"129,029"
4,5,Jett,0.92, 13.6  /  14.8  /  3.7 ,48.9%,6.9%,201,0.1%,"121,430"
5,6,Gekko,0.78, 11.4  /  14.7  /  4.4 ,49.4%,5.3%,167,0.1%,"93,517"
6,7,Phoenix,0.9, 13.1  /  14.6  /  4.1 ,48.3%,5.1%,194,0.1%,"89,284"
7,8,Yoru,0.85, 12.6  /  14.8  /  4.1 ,47.3%,4.9%,183,0.1%,"87,016"
8,9,Sova,0.81, 11.6  /  14.4  /  4.6 ,48.3%,4.6%,173,0.1%,"81,033"
9,10,Killjoy,0.84, 11.7  /  13.9  /  3.9 ,50.9%,4.5%,175,0.1%,"79,926"
10,11,Neon,0.84, 12.8  /  15.2  /  3.9 ,47.8%,4.2%,189,0.1%,"73,403"
11,12,Fade,0.77, 11.4  /  14.8  /  5.8 ,48.1%,4.0%,169,0.1%,"71,334"
12,13,Skye,0.79, 11.5  /  14.5  /  6.6 ,49.4%,3.8%,170,0.1%,"67,641"
13,14,Brimstone,0.85, 12.2  /  14.4  /  5.8 ,49.7%,3.7%,181,0.1%,"64,806"
14,15,Viper,0.81, 11.7  /  14.4  /  4.7 ,48.4%,3.2%,173,0.1%,"56,748"
15,16,KAY/O,0.77, 11.4  /  14.9  /  7.3 ,47.7%,2.7%,172,0.1%,"48,003"
16,17,Cypher,0.86, 12.1  /  14  /  4.7 ,49.1%,2.7%,175,0.1%,"47,787"
17,18,Chamber,0.9, 12.9  /  14.3  /  3.3 ,48.3%,2.2%,187,0.1%,"39,315"
18,19,Breach,0.83, 12.2  /  14.8  /  5.1 ,48.7%,1.4%,181,0.1%,"24,292"
19,20,Harbor,0.77, 11.4  /  14.8  /  5 ,47.6%,0.9%,168,0.1%,"16,528"
20,21,Astra,0.87, 12.2  /  14  /  4.4 ,47.8%,0.6%,177,0.1%,"10,054"
