,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 18  /  15.4  /  4.5 ,50.3%,12.3%,252,0.2%,"506,602",Duelist
1,2,Omen,0.99, 14.9  /  15  /  6.8 ,48.9%,10.6%,207,0.1%,"435,016",Controller
2,3,Jett,1.12, 17.4  /  15.6  /  3.8 ,49.4%,10.4%,243,0.2%,"429,052",Duelist
3,4,Sage,0.91, 13.5  /  14.7  /  6.9 ,50.1%,8.5%,190,0.1%,"350,945",Sentinel
4,5,Raze,1.06, 16.5  /  15.6  /  4.7 ,49.7%,5.6%,240,0.2%,"229,285",Duelist
5,6,Skye,0.94, 14  /  15  /  7.5 ,49.4%,5.4%,198,0.1%,"222,554",Initiator
6,7,Killjoy,0.99, 14.1  /  14.3  /  3.7 ,50.3%,5.4%,199,0.1%,"220,797",Sentinel
7,8,Brimstone,0.97, 14.3  /  14.8  /  8.2 ,50.4%,5.3%,205,0.1%,"218,491",Controller
8,9,Deadlock,0.99, 14.7  /  15  /  3.9 ,49.2%,4.9%,213,0.1%,"202,347",Sentinel
9,10,Sova,0.99, 14.4  /  14.5  /  5.4 ,49.8%,4.9%,203,0.1%,"201,875",Initiator
10,11,Phoenix,1.13, 17.1  /  15.2  /  4.5 ,50.7%,3.6%,242,0.2%,"149,064",Duelist
11,12,Chamber,1.08, 15.9  /  14.7  /  3.1 ,48.7%,3.4%,218,0.2%,"140,850",Sentinel
12,13,Cypher,1.01, 14.5  /  14.4  /  4.8 ,49.0%,3.0%,201,0.1%,"121,931",Sentinel
13,14,Gekko,0.94, 14  /  15  /  4.9 ,49.7%,2.8%,195,0.1%,"115,540",Initiator
14,15,Breach,0.95, 14.5  /  15.3  /  6.3 ,49.2%,2.8%,203,0.1%,"114,425",Initiator
15,16,KAY/O,0.91, 14  /  15.4  /  8.5 ,45.8%,2.1%,203,0.1%,"85,815",Initiator
16,17,Fade,0.94, 14.1  /  15  /  6.4 ,49.5%,2.1%,199,0.1%,"84,790",Initiator
17,18,Neon,1.01, 16.2  /  16.1  /  4.1 ,47.9%,1.7%,229,0.2%,"71,119",Duelist
18,19,Yoru,1.01, 15.7  /  15.4  /  4.3 ,47.1%,1.7%,219,0.2%,"68,311",Duelist
19,20,Viper,0.98, 14.4  /  14.7  /  5.5 ,48.0%,1.5%,203,0.1%,"61,251",Controller
20,21,Astra,1.03, 14.9  /  14.5  /  6 ,49.0%,1.4%,207,0.1%,"56,760",Controller
21,22,Harbor,0.92, 13.9  /  15.2  /  5.8 ,45.6%,0.5%,195,0.1%,"18,959",Controller
