,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.6 ,49.4%,13.4%,238,0.2%,"146,918",Duelist
1,2,Omen,0.98, 14.9  /  15.2  /  8.1 ,49.6%,11.6%,202,0.1%,"126,917",Controller
2,3,Raze,1.06, 16.9  /  16  /  4.7 ,50.1%,9.8%,242,0.2%,"107,757",Duelist
3,4,Reyna,1.12, 17.7  /  15.7  /  4.3 ,49.6%,9.0%,241,0.2%,"98,432",Duelist
4,5,Skye,0.95, 14.3  /  15.1  /  8.4 ,49.7%,7.3%,196,0.1%,"79,900",Initiator
5,6,Killjoy,1.04, 14.9  /  14.4  /  3.5 ,50.5%,7.2%,203,0.1%,"78,709",Sentinel
6,7,Chamber,1.11, 16.7  /  15.1  /  2.7 ,49.1%,6.7%,222,0.2%,"73,394",Sentinel
7,8,Breach,0.93, 14.3  /  15.3  /  7.7 ,49.1%,5.5%,196,0.1%,"60,727",Initiator
8,9,Gekko,0.94, 14.2  /  15.1  /  4.8 ,49.8%,4.6%,191,0.1%,"50,307",Initiator
9,10,Deadlock,1.02, 15.4  /  15.1  /  3.8 ,49.4%,4.1%,224,0.1%,"45,312",Sentinel
10,11,Brimstone,0.97, 14.6  /  14.9  /  9.6 ,51.4%,2.8%,205,0.1%,"30,418",Controller
11,12,Sage,0.95, 14.3  /  15  /  7 ,50.7%,2.6%,196,0.1%,"28,118",Sentinel
12,13,Astra,1.02, 15.1  /  14.8  /  6.9 ,49.5%,2.5%,203,0.1%,"27,039",Controller
13,14,Cypher,1.02, 15  /  14.7  /  4.6 ,49.0%,2.3%,201,0.1%,"24,700",Sentinel
14,15,Phoenix,1.11, 17.3  /  15.6  /  4.7 ,50.4%,2.0%,237,0.2%,"21,786",Duelist
15,16,Fade,0.97, 14.6  /  15.1  /  6.7 ,49.6%,1.8%,199,0.1%,"19,257",Initiator
16,17,Harbor,0.94, 14.3  /  15.3  /  6.5 ,46.5%,1.6%,194,0.1%,"17,020",Controller
17,18,Viper,1.04, 15.4  /  14.8  /  5.9 ,50.1%,1.2%,211,0.1%,"13,093",Controller
18,19,Neon,0.99, 16.3  /  16.5  /  4.3 ,48.8%,1.1%,226,0.2%,"12,280",Duelist
19,20,Yoru,1.0, 16  /  15.9  /  4.4 ,46.8%,1.0%,219,0.2%,"11,345",Duelist
20,21,KAY/O,0.91, 14.3  /  15.7  /  9.6 ,44.4%,1.0%,203,0.1%,"11,107",Initiator
21,22,Sova,1.0, 14.9  /  14.9  /  5.9 ,48.4%,1.0%,207,0.1%,"10,457",Initiator
