,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.12, 16.5  /  14.8  /  3.2 ,50.9%,12.3%,225,0.2%,"2,918,322"
1,2,Reyna,1.15, 17.8  /  15.5  /  4 ,51.2%,12.2%,249,0.2%,"2,876,655"
2,3,Sage,0.92, 13.6  /  14.7  /  6.6 ,51.0%,10.3%,191,0.1%,"2,425,407"
3,4,Jett,1.1, 17.3  /  15.8  /  3.7 ,50.7%,9.3%,243,0.2%,"2,209,371"
4,5,Omen,0.97, 14.7  /  15.1  /  5.4 ,49.6%,6.5%,204,0.1%,"1,525,410"
5,6,Viper,0.98, 14.3  /  14.6  /  5.4 ,51.6%,6.0%,200,0.1%,"1,423,716"
6,7,Raze,1.04, 16.4  /  15.8  /  4.9 ,50.5%,5.9%,239,0.2%,"1,396,329"
7,8,Brimstone,0.96, 14.2  /  14.8  /  6.8 ,51.8%,5.6%,203,0.1%,"1,317,687"
8,9,Sova,0.98, 14.3  /  14.7  /  5.5 ,51.0%,4.7%,203,0.1%,"1,104,609"
9,10,Skye,0.95, 14.3  /  15.1  /  6 ,50.1%,4.4%,200,0.1%,"1,050,702"
10,11,Fade,0.95, 14.1  /  14.9  /  6.5 ,51.4%,4.3%,200,0.1%,"1,005,669"
11,12,KAY/O,0.91, 14  /  15.4  /  7.4 ,47.2%,3.8%,201,0.1%,"888,012"
12,13,Killjoy,0.97, 13.9  /  14.3  /  4 ,50.6%,3.2%,198,0.1%,"759,033"
13,14,Neon,1, 16.3  /  16.2  /  4 ,48.8%,2.7%,230,0.2%,"636,480"
14,15,Phoenix,1.12, 17.1  /  15.3  /  3.9 ,51.0%,2.6%,242,0.2%,"613,224"
15,16,Breach,0.92, 14.2  /  15.4  /  5.3 ,48.9%,2.4%,199,0.1%,"555,900"
16,17,Yoru,1, 15.5  /  15.5  /  3.5 ,47.5%,1.5%,216,0.1%,"351,951"
17,18,Cypher,0.96, 14.1  /  14.6  /  4.4 ,48.0%,1.4%,195,0.1%,"338,232"
18,19,Astra,1.02, 14.9  /  14.7  /  5.3 ,49.8%,1.0%,205,0.1%,"237,660"
