,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.87, 12.6  /  14.5  /  6.6 ,49.9%,12.4%,182,0.1%,"816,146"
1,2,Reyna,1.11, 16.7  /  15  /  4.5 ,50.2%,11.6%,240,0.1%,"759,839"
2,3,Omen,0.96, 14.1  /  14.8  /  5.7 ,48.7%,8.9%,201,0.1%,"581,332"
3,4,Jett,1.05, 16  /  15.2  /  3.9 ,49.7%,7.4%,229,0.1%,"484,047"
4,5,Raze,0.99, 15.1  /  15.2  /  4.8 ,49.3%,6.6%,224,0.1%,"434,520"
5,6,Killjoy,0.94, 13.2  /  14.1  /  4 ,50.5%,5.9%,192,0.1%,"386,277"
6,7,Brimstone,0.94, 13.7  /  14.6  /  6.9 ,50.2%,4.8%,200,0.1%,"318,196"
7,8,Gekko,0.88, 13.1  /  14.8  /  4.8 ,49.7%,4.8%,187,0.1%,"312,428"
8,9,Skye,0.88, 13  /  14.7  /  7.2 ,48.9%,4.6%,189,0.1%,"301,456"
9,10,Sova,0.92, 13.4  /  14.5  /  5.1 ,48.7%,4.6%,194,0.1%,"299,902"
10,11,Phoenix,1.04, 15.4  /  14.9  /  4.4 ,49.4%,4.2%,224,0.1%,"276,649"
11,12,Fade,0.88, 13.1  /  14.9  /  6.1 ,48.7%,3.3%,190,0.1%,"214,407"
12,13,Cypher,0.96, 13.6  /  14.2  /  4.9 ,48.9%,3.1%,192,0.1%,"203,664"
13,14,Neon,0.95, 15  /  15.7  /  4.1 ,47.8%,3.0%,216,0.1%,"196,844"
14,15,Yoru,0.94, 14.3  /  15.2  /  4.3 ,46.1%,2.9%,205,0.1%,"189,965"
15,16,KAY/O,0.86, 13  /  15.1  /  7.9 ,46.5%,2.8%,193,0.1%,"182,006"
16,17,Viper,0.92, 13.4  /  14.6  /  5.2 ,48.1%,2.7%,194,0.1%,"180,573"
17,18,Chamber,1.01, 14.7  /  14.5  /  3.3 ,48.0%,2.7%,206,0.1%,"177,064"
18,19,Breach,0.91, 13.8  /  15.1  /  5.7 ,49.3%,2.0%,199,0.1%,"130,513"
19,20,Harbor,0.86, 12.9  /  15  /  5.5 ,46.4%,1.0%,185,0.1%,"63,720"
20,21,Astra,0.98, 14  /  14.3  /  5.3 ,48.7%,0.9%,198,0.1%,"57,608"
