,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.06, 17  /  16.1  /  4.8 ,49.8%,12.1%,243,0.1%,"608,085"
1,2,Jett,1.08, 17.4  /  16  /  3.6 ,48.6%,10.2%,237,0.1%,"514,162"
2,3,Brimstone,0.98, 14.6  /  14.9  /  8.2 ,50.7%,9.8%,204,0.1%,"492,748"
3,4,Skye,0.95, 14.4  /  15.1  /  7.5 ,49.4%,9.2%,198,0.1%,"465,528"
4,5,Reyna,1.14, 17.9  /  15.6  /  4.3 ,50.2%,8.8%,244,0.1%,"444,696"
5,6,Sage,0.93, 13.9  /  14.9  /  6.8 ,51.0%,7.1%,191,0.1%,"356,759"
6,7,Omen,0.97, 14.8  /  15.3  /  7.1 ,47.4%,6.0%,203,0.1%,"302,156"
7,8,Killjoy,0.98, 14.2  /  14.4  /  3.6 ,49.3%,5.6%,195,0.1%,"280,307"
8,9,Cypher,0.99, 14.4  /  14.6  /  4.6 ,48.5%,5.4%,193,0.1%,"269,674"
9,10,Chamber,1.08, 16.1  /  14.9  /  2.8 ,48.2%,4.4%,215,0.1%,"220,513"
10,11,Sova,1.01, 14.8  /  14.7  /  5.6 ,49.5%,3.8%,205,0.1%,"189,243"
11,12,Fade,0.96, 14.5  /  15.1  /  6.4 ,49.0%,2.9%,199,0.1%,"145,127"
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.4 ,50.3%,2.6%,238,0.1%,"130,768"
13,14,Gekko,0.94, 14.3  /  15.2  /  4.7 ,49.1%,2.5%,193,0.1%,"126,026"
14,15,Viper,1.02, 15  /  14.8  /  5.6 ,49.4%,2.4%,207,0.1%,"122,616"
15,16,KAY/O,0.91, 14.2  /  15.6  /  8.7 ,44.6%,1.8%,202,0.1%,"89,462"
16,17,Breach,0.93, 14.4  /  15.6  /  6.5 ,46.7%,1.5%,199,0.1%,"74,786"
17,18,Astra,1.02, 15  /  14.8  /  6.4 ,48.1%,1.5%,203,0.1%,"73,992"
18,19,Yoru,1.03, 16.3  /  15.8  /  4.4 ,47.5%,1.3%,224,0.1%,"64,716"
19,20,Neon,0.97, 15.9  /  16.4  /  3.9 ,46.6%,0.7%,220,0.1%,"32,822"
20,21,Harbor,0.91, 14  /  15.3  /  5.9 ,44.5%,0.6%,190,0.1%,"32,500"
