,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.5  /  16  /  3.6 ,49.3%,15.4%,238,0.1%,"310,429"
1,2,Brimstone,1, 14.8  /  14.8  /  9.6 ,50.6%,14.1%,207,0.1%,"284,922"
2,3,Breach,0.94, 14.4  /  15.3  /  7.7 ,49.2%,12.9%,197,0.1%,"261,301"
3,4,Killjoy,1.04, 15  /  14.4  /  3.6 ,50.7%,8.9%,204,0.1%,"180,728"
4,5,Reyna,1.14, 17.8  /  15.6  /  4.3 ,50.3%,8.4%,243,0.1%,"169,906"
5,6,Raze,1.06, 16.8  /  15.9  /  4.6 ,49.4%,8.2%,238,0.1%,"165,925"
6,7,Cypher,1.03, 15.1  /  14.7  /  4.7 ,49.1%,5.1%,203,0.1%,"103,900"
7,8,Chamber,1.09, 16.6  /  15.1  /  2.8 ,48.1%,3.9%,220,0.1%,"78,900"
8,9,Sage,0.95, 14.2  /  14.9  /  6.9 ,50.5%,3.3%,194,0.1%,"67,664"
9,10,Skye,0.96, 14.6  /  15.2  /  7.6 ,49.4%,2.8%,198,0.1%,"57,106"
10,11,Viper,1.01, 15  /  14.9  /  5.9 ,47.7%,2.6%,206,0.1%,"53,021"
11,12,Fade,0.98, 14.8  /  15  /  6.3 ,49.4%,2.5%,201,0.1%,"50,319"
12,13,Neon,1, 16.5  /  16.6  /  4.4 ,47.4%,2.2%,229,0.1%,"43,934"
13,14,Gekko,0.95, 14.3  /  15.1  /  4.7 ,48.4%,2.0%,192,0.1%,"40,619"
14,15,KAY/O,0.93, 14.5  /  15.6  /  9.5 ,44.9%,2.0%,204,0.1%,"39,746"
15,16,Phoenix,1.11, 17.2  /  15.4  /  4.6 ,51.1%,1.6%,236,0.1%,"31,420"
16,17,Omen,0.96, 14.8  /  15.3  /  7.5 ,44.6%,1.4%,202,0.1%,"28,116"
17,18,Yoru,1.01, 15.9  /  15.8  /  4.6 ,46.5%,0.9%,217,0.1%,"17,740"
18,19,Astra,1.03, 15.3  /  14.9  /  6.9 ,46.3%,0.9%,206,0.1%,"17,344"
19,20,Harbor,0.91, 14  /  15.3  /  6.2 ,41.8%,0.4%,191,0.1%,"8,909"
20,21,Sova,0.99, 14.9  /  15  /  5.7 ,48.0%,0.4%,205,0.1%,"8,674"
