,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.88, 12.6  /  14.3  /  6.5 ,50.9%,15.9%,180,0.1%,"2,711,211"
1,2,Reyna,1.1, 16.4  /  14.9  /  4.2 ,50.6%,13.7%,238,0.2%,"2,332,587"
2,3,Jett,1.07, 16  /  14.9  /  4 ,50.4%,10.8%,233,0.2%,"1,834,623"
3,4,Raze,0.97, 14.7  /  15.1  /  4.8 ,50.3%,7.4%,222,0.1%,"1,264,494"
4,5,Sova,0.92, 13.2  /  14.4  /  5.3 ,49.7%,6.8%,194,0.1%,"1,162,596"
5,6,Killjoy,0.93, 13  /  14  /  4.3 ,52.0%,6.6%,194,0.1%,"1,119,552"
6,7,Omen,0.93, 13.8  /  14.8  /  4.5 ,49.5%,5.8%,199,0.1%,"986,238"
7,8,Viper,0.92, 13.2  /  14.3  /  5.1 ,51.1%,5.6%,191,0.1%,"946,203"
8,9,Skye,0.89, 13  /  14.6  /  6.2 ,50.1%,4.5%,188,0.1%,"773,517"
9,10,Phoenix,0.97, 14.4  /  14.9  /  4 ,47.8%,4.4%,212,0.2%,"741,438"
10,11,Chamber,1.01, 14.5  /  14.4  /  3.4 ,50.4%,3.9%,207,0.1%,"669,987"
11,12,Brimstone,0.91, 13.4  /  14.7  /  5.8 ,50.1%,3.9%,195,0.1%,"668,916"
12,13,Cypher,0.92, 13.1  /  14.3  /  4.3 ,49.3%,2.9%,188,0.1%,"490,773"
13,14,KAY/O,0.85, 12.8  /  15.1  /  6.9 ,46.6%,2.4%,188,0.1%,"412,029"
14,15,Yoru,0.91, 13.8  /  15.1  /  3.6 ,45.3%,2.3%,201,0.1%,"397,239"
15,16,Breach,0.9, 13.5  /  15.1  /  4.9 ,49.1%,1.8%,195,0.1%,"305,796"
16,17,Astra,0.95, 13.7  /  14.3  /  4.6 ,48.2%,1.3%,195,0.1%,"226,644"
