,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.15, 17.7  /  15.4  /  4.1 ,51.1%,14.5%,249,0.2%,"2,617,881"
1,2,Jett,1.13, 17.6  /  15.5  /  3.8 ,50.0%,14.4%,248,0.2%,"2,604,621"
2,3,Sage,0.95, 13.9  /  14.6  /  5.1 ,51.3%,13.9%,192,0.1%,"2,518,431"
3,4,Omen,0.97, 14.7  /  15.1  /  5.3 ,49.3%,8.3%,204,0.1%,"1,495,371"
4,5,Raze,1.04, 16.3  /  15.6  /  4.9 ,50.1%,7.0%,240,0.2%,"1,264,137"
5,6,Sova,0.99, 14.4  /  14.5  /  6 ,50.5%,7.0%,206,0.1%,"1,263,729"
6,7,Killjoy,1, 14.2  /  14.2  /  4 ,52.0%,6.4%,203,0.1%,"1,161,117"
7,8,Viper,0.99, 14.3  /  14.5  /  5.3 ,50.3%,5.0%,201,0.1%,"904,434"
8,9,Skye,0.98, 14.7  /  15  /  4.6 ,49.7%,4.5%,204,0.1%,"822,426"
9,10,Brimstone,0.97, 14.4  /  14.9  /  6.6 ,50.6%,4.1%,203,0.1%,"747,048"
10,11,Cypher,0.97, 14.2  /  14.6  /  4.2 ,48.2%,3.6%,195,0.1%,"652,596"
11,12,Phoenix,1.06, 16.2  /  15.4  /  4 ,48.9%,3.6%,232,0.2%,"643,977"
12,13,KAY/O,0.91, 14  /  15.4  /  7.1 ,45.3%,3.5%,199,0.1%,"637,806"
13,14,Yoru,0.98, 15.2  /  15.5  /  3.4 ,44.0%,1.4%,215,0.2%,"259,743"
14,15,Breach,0.94, 14.4  /  15.3  /  5.3 ,47.9%,1.4%,204,0.1%,"256,734"
15,16,Astra,1.01, 14.7  /  14.7  /  4.9 ,49.3%,1.4%,202,0.1%,"248,727"
