,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.3  /  16.1  /  3.7 ,48.8%,15.9%,236,0.1%,"607,587"
1,2,Omen,0.98, 14.9  /  15.2  /  8.2 ,48.5%,13.0%,203,0.1%,"494,037"
2,3,Reyna,1.11, 17.6  /  15.9  /  4.5 ,49.4%,9.6%,241,0.1%,"366,851"
3,4,Sova,1.01, 14.8  /  14.7  /  5.9 ,49.6%,9.1%,205,0.1%,"346,913"
4,5,Killjoy,1.02, 14.9  /  14.6  /  3.5 ,49.7%,7.8%,202,0.1%,"295,923"
5,6,Sage,0.94, 14.2  /  15.1  /  7.1 ,50.1%,5.7%,196,0.1%,"218,004"
6,7,Skye,0.95, 14.5  /  15.3  /  7.8 ,49.1%,5.7%,199,0.1%,"215,450"
7,8,Raze,1.03, 16.6  /  16.1  /  4.7 ,49.5%,4.5%,236,0.1%,"170,445"
8,9,Cypher,1.02, 15  /  14.8  /  4.7 ,48.9%,4.3%,202,0.1%,"163,828"
9,10,Brimstone,0.97, 14.5  /  15  /  9.6 ,51.1%,4.1%,204,0.1%,"156,332"
10,11,Chamber,1.07, 16.2  /  15.2  /  2.8 ,47.5%,3.9%,216,0.1%,"148,590"
11,12,Phoenix,1.1, 17.3  /  15.8  /  4.8 ,50.6%,3.8%,239,0.1%,"146,335"
12,13,Breach,0.94, 14.5  /  15.5  /  7.5 ,47.9%,2.7%,200,0.1%,"104,581"
13,14,Fade,0.96, 14.6  /  15.2  /  6.9 ,49.3%,2.0%,201,0.1%,"76,252"
14,15,Gekko,0.94, 14.4  /  15.3  /  5.1 ,49.0%,2.0%,195,0.1%,"75,282"
15,16,Astra,1.03, 15.2  /  14.8  /  7.2 ,49.2%,1.9%,206,0.1%,"73,385"
16,17,KAY/O,0.92, 14.6  /  15.7  /  9.5 ,44.8%,1.7%,206,0.1%,"63,938"
17,18,Yoru,1, 15.9  /  15.9  /  4.7 ,47.2%,0.9%,218,0.1%,"36,187"
18,19,Neon,0.96, 15.9  /  16.6  /  4.2 ,46.6%,0.7%,221,0.1%,"27,527"
19,20,Viper,1, 14.9  /  14.9  /  6 ,48.3%,0.4%,207,0.1%,"13,739"
20,21,Harbor,0.92, 14.2  /  15.5  /  6.5 ,44.9%,0.2%,194,0.1%,"9,115"
