,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.97, 14.6  /  15  /  7.6 ,51.3%,12.7%,203,0.1%,"13,774",Sentinel
1,2,Raze,1.05, 17.2  /  16.3  /  5 ,50.9%,11.1%,246,0.1%,"12,056",Duelist
2,3,Jett,1.07, 17.4  /  16.3  /  3.8 ,47.8%,10.7%,239,0.1%,"11,633",Duelist
3,4,Omen,1.01, 15.4  /  15.3  /  7.9 ,48.3%,10.0%,209,0.1%,"10,915",Controller
4,5,Reyna,1.12, 17.7  /  15.8  /  4.6 ,50.8%,8.0%,244,0.1%,"8,705",Duelist
5,6,Gekko,0.96, 14.8  /  15.3  /  5.2 ,49.2%,6.8%,199,0.1%,"7,438",Initiator
6,7,Killjoy,1.04, 15.2  /  14.6  /  3.8 ,50.0%,6.0%,209,0.2%,"6,487",Sentinel
7,8,Cypher,1.01, 14.9  /  14.8  /  4.7 ,48.1%,5.9%,202,0.2%,"6,462",Sentinel
8,9,Skye,0.97, 14.8  /  15.2  /  7.8 ,49.6%,5.4%,203,0.1%,"5,896",Initiator
9,10,Brimstone,0.99, 14.9  /  15.1  /  9.4 ,51.2%,4.1%,212,0.1%,"4,441",Controller
10,11,Astra,1.04, 15.4  /  14.8  /  7.1 ,47.5%,3.9%,210,0.1%,"4,283",Controller
11,12,KAY/O,0.91, 14.3  /  15.6  /  9.2 ,45.5%,2.9%,204,0.1%,"3,159",Initiator
12,13,Breach,0.94, 14.5  /  15.4  /  7.4 ,49.3%,2.6%,200,0.1%,"2,776",Initiator
13,14,Fade,0.98, 14.9  /  15.2  /  6.4 ,49.0%,2.5%,203,0.1%,"2,741",Initiator
14,15,Phoenix,1.08, 17.1  /  15.9  /  4.9 ,47.5%,1.7%,237,0.1%,"1,846",Duelist
15,16,Chamber,1.07, 16.5  /  15.4  /  2.9 ,43.5%,1.4%,224,0.1%,"1,530",Sentinel
16,17,Viper,1.02, 15.3  /  15  /  5.9 ,51.4%,1.3%,210,0.1%,"1,364",Controller
17,18,Sova,1.02, 15.3  /  15  /  5.7 ,46.9%,1.0%,212,0.1%,"1,131",Initiator
18,19,Yoru,1.04, 16  /  15.4  /  4.4 ,47.9%,0.8%,225,0.1%,897,Duelist
19,20,Neon,0.98, 16.2  /  16.5  /  4.4 ,50.8%,0.7%,226,0.1%,731,Duelist
20,21,Harbor,0.96, 14.8  /  15.3  /  6.5 ,44.8%,0.5%,201,0.1%,511,Controller
