,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.87, 12.6  /  14.4  /  6.8 ,49.8%,12.2%,184,0.1%,"24,774"
1,2,Reyna,1.12, 16.9  /  15.1  /  4.7 ,50.4%,11.0%,243,0.1%,"22,310"
2,3,Omen,0.95, 14.2  /  15  /  5.6 ,48.8%,6.9%,203,0.1%,"13,991"
3,4,Raze,1.01, 15.3  /  15.2  /  5.2 ,50.5%,6.9%,231,0.1%,"13,902"
4,5,Killjoy,0.95, 13.4  /  14.1  /  4.2 ,50.1%,6.6%,196,0.2%,"13,464"
5,6,Jett,1.04, 15.8  /  15.2  /  4 ,49.2%,6.0%,228,0.1%,"12,174"
6,7,Skye,0.89, 13.1  /  14.7  /  7.6 ,49.1%,4.7%,191,0.1%,"9,435"
7,8,Brimstone,0.93, 13.7  /  14.8  /  6.9 ,49.8%,4.4%,201,0.1%,"9,002"
8,9,Fade,0.89, 13.2  /  14.8  /  6.1 ,50.1%,4.4%,190,0.1%,"8,857"
9,10,Gekko,0.93, 13.7  /  14.6  /  4.8 ,51.2%,4.4%,195,0.1%,"8,824"
10,11,Phoenix,1.05, 15.7  /  14.9  /  4.7 ,49.6%,4.1%,228,0.1%,"8,340"
11,12,Sova,0.92, 13.6  /  14.8  /  5.3 ,47.2%,3.6%,198,0.1%,"7,321"
12,13,Viper,0.93, 13.5  /  14.5  /  5.3 ,48.0%,3.6%,197,0.1%,"7,261"
13,14,KAY/O,0.86, 13.2  /  15.3  /  8.5 ,48.0%,3.6%,194,0.1%,"7,241"
14,15,Neon,0.97, 15.1  /  15.6  /  4.3 ,47.5%,3.5%,221,0.1%,"7,155"
15,16,Yoru,0.94, 14.4  /  15.3  /  4.3 ,45.7%,3.0%,207,0.1%,"6,022"
16,17,Cypher,0.95, 13.5  /  14.2  /  4.9 ,48.4%,2.9%,191,0.2%,"5,863"
17,18,Breach,0.93, 14.1  /  15.1  /  6 ,49.6%,2.9%,202,0.1%,"5,804"
18,19,Chamber,1.02, 14.7  /  14.5  /  3.4 ,49.5%,2.5%,209,0.1%,"5,130"
19,20,Harbor,0.87, 13  /  14.9  /  5.7 ,48.1%,1.8%,189,0.1%,"3,678"
20,21,Astra,0.99, 14  /  14.2  /  5.1 ,50.4%,1.0%,202,0.1%,"2,128"
