,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.11, 17.5  /  15.7  /  3.8 ,49.7%,11.2%,243,0.1%,"768,202"
1,2,Reyna,1.17, 18  /  15.4  /  4.5 ,50.2%,10.6%,250,0.1%,"729,560"
2,3,Brimstone,0.99, 14.6  /  14.7  /  8.6 ,51.0%,10.1%,207,0.1%,"692,947"
3,4,Breach,0.94, 14.4  /  15.3  /  6.8 ,49.0%,8.2%,200,0.1%,"562,258"
4,5,Killjoy,1, 14.4  /  14.3  /  3.9 ,50.3%,7.7%,200,0.1%,"528,837"
5,6,Sage,0.92, 13.5  /  14.8  /  6.9 ,50.0%,7.1%,189,0.1%,"490,360"
6,7,Raze,1.06, 16.6  /  15.7  /  4.7 ,49.6%,6.6%,238,0.1%,"454,744"
7,8,Skye,0.94, 14  /  15  /  7.4 ,49.0%,4.2%,196,0.1%,"290,208"
8,9,Omen,0.96, 14.6  /  15.2  /  6.7 ,46.6%,4.2%,202,0.1%,"284,950"
9,10,Cypher,1, 14.6  /  14.6  /  4.9 ,49.1%,3.9%,201,0.1%,"268,082"
10,11,Chamber,1.09, 16.3  /  14.9  /  3 ,48.7%,3.8%,220,0.1%,"260,219"
11,12,Viper,0.98, 14.5  /  14.7  /  5.7 ,48.9%,3.5%,202,0.1%,"241,280"
12,13,Gekko,0.93, 14  /  15  /  4.8 ,49.4%,3.3%,192,0.1%,"226,204"
13,14,Fade,0.95, 14.2  /  15  /  6.2 ,49.2%,2.9%,197,0.1%,"198,117"
14,15,Phoenix,1.11, 17  /  15.3  /  4.6 ,50.1%,2.7%,238,0.1%,"186,064"
15,16,Neon,1.01, 16.4  /  16.2  /  4.3 ,48.3%,2.7%,231,0.1%,"182,098"
16,17,KAY/O,0.92, 14.2  /  15.5  /  8.8 ,45.9%,2.5%,203,0.1%,"171,900"
17,18,Sova,0.96, 14.3  /  14.9  /  5.4 ,47.8%,1.6%,202,0.1%,"106,515"
18,19,Yoru,1, 15.6  /  15.6  /  4.5 ,46.0%,1.2%,217,0.1%,"81,202"
19,20,Astra,1.02, 15.1  /  14.7  /  6.3 ,47.8%,1.1%,206,0.1%,"77,103"
20,21,Harbor,0.9, 13.7  /  15.2  /  5.9 ,44.7%,0.8%,190,0.1%,"57,762"
