,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.07, 17.2  /  16.2  /  3.5 ,49.4%,12.5%,237,0.2%,"990,726"
1,2,Chamber,1.1, 16.7  /  15.1  /  2.9 ,49.9%,12.0%,224,0.2%,"953,904"
2,3,Reyna,1.11, 17.6  /  15.8  /  4.2 ,50.3%,10.7%,243,0.2%,"845,529"
3,4,Sage,0.95, 14.2  /  14.9  /  6.7 ,51.2%,6.9%,196,0.1%,"550,494"
4,5,Sova,0.99, 14.5  /  14.7  /  5.7 ,50.9%,6.6%,202,0.1%,"522,648"
5,6,Viper,0.99, 14.6  /  14.8  /  5.5 ,49.8%,6.6%,202,0.1%,"519,996"
6,7,Raze,1.04, 16.7  /  16.1  /  4.8 ,50.7%,6.0%,240,0.2%,"474,045"
7,8,Fade,0.95, 14.5  /  15.2  /  6.6 ,49.7%,5.5%,199,0.1%,"440,487"
8,9,Brimstone,0.98, 14.6  /  14.9  /  8 ,51.2%,5.4%,205,0.1%,"431,613"
9,10,Omen,0.97, 14.8  /  15.3  /  6.9 ,48.3%,4.7%,203,0.1%,"376,380"
10,11,Cypher,1.01, 15  /  14.8  /  4.5 ,49.9%,3.6%,202,0.1%,"285,957"
11,12,KAY/O,0.91, 14.3  /  15.7  /  8.4 ,45.2%,3.2%,203,0.1%,"252,909"
12,13,Skye,0.94, 14.4  /  15.4  /  7 ,49.3%,3.1%,199,0.1%,"244,545"
13,14,Phoenix,1.1, 17.3  /  15.7  /  4.5 ,49.6%,2.9%,240,0.2%,"234,039"
14,15,Killjoy,1.03, 14.9  /  14.5  /  3.7 ,49.5%,2.5%,206,0.1%,"199,818"
15,16,Breach,0.93, 14.4  /  15.4  /  7.2 ,49.5%,2.4%,199,0.1%,"194,157"
16,17,Astra,1.02, 14.9  /  14.7  /  6.3 ,49.4%,1.9%,203,0.1%,"147,747"
17,18,Neon,0.99, 16.4  /  16.6  /  4.1 ,48.3%,1.5%,229,0.2%,"118,167"
18,19,Yoru,1, 15.9  /  15.9  /  4.2 ,46.3%,1.1%,219,0.2%,"83,589"
19,20,Harbor,0.91, 14.2  /  15.6  /  4.9 ,43.8%,0.9%,194,0.1%,"70,890"
