,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.16, 17.6  /  15.1  /  4.4 ,51.4%,12.6%,252,0.2%,"2,227,782"
1,2,Sage,0.89, 13  /  14.5  /  6.5 ,50.6%,11.9%,186,0.1%,"2,100,741"
2,3,Chamber,1.08, 15.6  /  14.4  /  3.3 ,50.7%,7.6%,219,0.2%,"1,344,972"
3,4,Jett,1.09, 16.7  /  15.4  /  3.8 ,50.8%,7.5%,240,0.2%,"1,318,656"
4,5,Raze,1.03, 15.7  /  15.3  /  4.8 ,51.0%,6.4%,234,0.1%,"1,121,286"
5,6,Omen,0.96, 14.4  /  14.9  /  5.2 ,49.8%,6.1%,204,0.1%,"1,082,169"
6,7,Viper,0.95, 13.8  /  14.4  /  5.2 ,51.2%,5.3%,197,0.1%,"936,768"
7,8,Brimstone,0.95, 13.8  /  14.6  /  6.5 ,51.0%,5.3%,202,0.1%,"928,761"
8,9,Fade,0.92, 13.6  /  14.8  /  6 ,50.2%,5.1%,195,0.1%,"894,285"
9,10,Sova,0.94, 13.8  /  14.6  /  5.2 ,49.3%,4.9%,198,0.1%,"864,348"
10,11,Killjoy,0.96, 13.5  /  14  /  4.1 ,51.8%,4.4%,197,0.1%,"775,914"
11,12,Phoenix,1.1, 16.4  /  14.9  /  4.3 ,50.3%,3.8%,237,0.2%,"673,557"
12,13,Skye,0.9, 13.4  /  14.8  /  6.9 ,50.1%,3.7%,193,0.1%,"653,106"
13,14,KAY/O,0.89, 13.4  /  15.1  /  7.4 ,47.9%,3.3%,197,0.1%,"587,367"
14,15,Neon,0.99, 15.5  /  15.7  /  4 ,48.2%,2.8%,226,0.2%,"498,168"
15,16,Cypher,0.96, 13.8  /  14.3  /  4.7 ,49.0%,2.4%,194,0.1%,"424,932"
16,17,Yoru,0.98, 14.9  /  15.2  /  4.1 ,47.5%,2.3%,212,0.1%,"406,113"
17,18,Breach,0.92, 14  /  15.2  /  5.9 ,49.4%,2.1%,201,0.1%,"362,508"
18,19,Harbor,0.88, 13.3  /  15  /  4.6 ,46.8%,1.5%,190,0.1%,"256,326"
19,20,Astra,0.99, 14.2  /  14.3  /  5.1 ,50.0%,1.0%,200,0.1%,"181,203"
