,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17  /  15.9  /  3.7 ,49.1%,15.5%,236,0.1%,"8,490",Duelist
1,2,Fade,0.99, 15  /  15.1  /  6.7 ,50.8%,10.5%,206,0.1%,"5,782",Initiator
2,3,Reyna,1.12, 17.7  /  15.8  /  4.4 ,48.5%,9.7%,245,0.1%,"5,311",Duelist
3,4,Cypher,1.02, 15  /  14.8  /  4.7 ,47.3%,7.1%,203,0.2%,"3,876",Sentinel
4,5,Viper,1.02, 15.1  /  14.7  /  6.3 ,48.7%,6.8%,210,0.2%,"3,756",Controller
5,6,Astra,1.05, 15.2  /  14.5  /  7.1 ,50.3%,6.8%,208,0.2%,"3,730",Controller
6,7,Killjoy,1.05, 15.1  /  14.3  /  3.7 ,50.1%,6.3%,207,0.2%,"3,456",Sentinel
7,8,Sage,0.94, 14.1  /  15.1  /  7.4 ,49.9%,5.4%,195,0.1%,"2,985",Sentinel
8,9,Phoenix,1.11, 17.6  /  15.8  /  5.1 ,51.7%,5.3%,244,0.1%,"2,894",Duelist
9,10,Raze,1.07, 17.1  /  16  /  4.9 ,49.8%,3.9%,243,0.1%,"2,116",Duelist
10,11,Skye,0.97, 14.7  /  15.2  /  8.2 ,51.8%,3.8%,203,0.1%,"2,098",Initiator
11,12,Harbor,0.91, 14  /  15.3  /  6.6 ,45.2%,3.7%,191,0.1%,"2,052",Controller
12,13,KAY/O,0.93, 14.7  /  15.8  /  9.4 ,44.8%,3.7%,208,0.1%,"2,009",Initiator
13,14,Chamber,1.07, 15.9  /  14.9  /  2.8 ,48.5%,2.9%,217,0.1%,"1,572",Sentinel
14,15,Brimstone,0.99, 14.4  /  14.6  /  9 ,54.2%,2.6%,205,0.1%,"1,413",Controller
15,16,Sova,1.03, 15.3  /  14.9  /  6 ,48.4%,1.6%,211,0.1%,899,Initiator
16,17,Neon,0.98, 16.2  /  16.5  /  4.5 ,48.9%,1.3%,226,0.1%,706,Duelist
17,18,Omen,0.97, 14.9  /  15.3  /  7.2 ,49.2%,1.2%,204,0.1%,659,Controller
18,19,Yoru,1.05, 16.2  /  15.4  /  4.4 ,49.1%,1.1%,226,0.1%,607,Duelist
19,20,Breach,0.96, 14.7  /  15.2  /  7.2 ,46.9%,0.8%,205,0.1%,422,Initiator
