,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.11, 16.5  /  14.9  /  4.7 ,50.3%,11.1%,238,0.2%,"339,498"
1,2,Sage,0.84, 12.1  /  14.4  /  6.7 ,49.6%,10.6%,175,0.1%,"324,392"
2,3,Raze,0.98, 14.8  /  15.2  /  4.9 ,49.4%,6.6%,222,0.2%,"202,540"
3,4,Omen,0.92, 13.6  /  14.8  /  5.6 ,47.9%,6.6%,194,0.1%,"201,173"
4,5,Brimstone,0.93, 13.4  /  14.4  /  7.2 ,50.5%,6.5%,196,0.1%,"198,611"
5,6,Jett,1.02, 15.5  /  15.2  /  4.1 ,49.4%,5.9%,224,0.2%,"181,308"
6,7,Deadlock,0.92, 13.6  /  14.7  /  4 ,49.2%,5.5%,197,0.1%,"167,086"
7,8,Skye,0.85, 12.4  /  14.6  /  7.3 ,49.0%,5.4%,182,0.1%,"165,492"
8,9,Killjoy,0.93, 13  /  14  /  4.1 ,50.5%,5.3%,189,0.1%,"161,585"
9,10,Gekko,0.87, 12.8  /  14.7  /  4.7 ,49.5%,4.2%,182,0.1%,"129,191"
10,11,Breach,0.89, 13.4  /  15  /  5.9 ,49.5%,4.0%,193,0.1%,"123,126"
11,12,Phoenix,1.02, 15.1  /  14.7  /  4.5 ,49.2%,3.7%,219,0.1%,"112,348"
12,13,Neon,0.96, 14.8  /  15.5  /  4.3 ,48.8%,3.4%,216,0.2%,"102,816"
13,14,Viper,0.9, 13  /  14.4  /  5.2 ,48.8%,3.1%,190,0.1%,"96,128"
14,15,Cypher,0.93, 13.2  /  14.2  /  4.9 ,49.3%,3.1%,188,0.1%,"93,386"
15,16,Fade,0.86, 12.6  /  14.8  /  6.1 ,49.0%,3.0%,184,0.1%,"90,698"
16,17,Sova,0.88, 12.9  /  14.6  /  5.2 ,47.7%,2.7%,189,0.1%,"82,633"
17,18,Yoru,0.93, 14  /  15  /  4.3 ,46.4%,2.6%,202,0.1%,"80,634"
18,19,Chamber,1, 14.5  /  14.5  /  3.4 ,48.6%,2.5%,205,0.2%,"77,229"
19,20,KAY/O,0.84, 12.7  /  15.1  /  8 ,46.6%,2.4%,189,0.1%,"74,273"
20,21,Harbor,0.85, 12.6  /  14.8  /  5.5 ,47.0%,1.0%,183,0.1%,"29,361"
21,22,Astra,0.95, 13.7  /  14.3  /  5.3 ,48.2%,0.8%,194,0.1%,"23,587"
