,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.09, 17.5  /  16  /  3.6 ,50.6%,17.8%,239,0.2%,"304,419"
1,2,Reyna,1.1, 17.4  /  15.9  /  3.9 ,50.9%,14.5%,239,0.2%,"247,911"
2,3,Sage,0.95, 14.2  /  15  /  7 ,50.4%,12.1%,191,0.1%,"206,703"
3,4,Sova,0.97, 14.3  /  14.8  /  6.5 ,50.0%,10.0%,200,0.1%,"171,054"
4,5,Viper,0.97, 14.4  /  14.8  /  5.4 ,51.2%,7.0%,195,0.1%,"118,779"
5,6,Omen,0.97, 14.8  /  15.3  /  6.1 ,48.5%,6.8%,198,0.1%,"116,025"
6,7,Skye,0.93, 14.5  /  15.6  /  5.7 ,48.6%,6.0%,196,0.1%,"102,612"
7,8,Killjoy,1.02, 14.6  /  14.4  /  3.8 ,52.0%,5.9%,203,0.1%,"100,929"
8,9,Raze,1.02, 16.5  /  16.1  /  4.9 ,50.5%,5.7%,237,0.2%,"96,696"
9,10,Cypher,0.97, 14.6  /  15  /  4 ,48.7%,4.5%,195,0.1%,"77,112"
10,11,Astra,0.99, 14.6  /  14.7  /  5.8 ,47.7%,3.5%,196,0.1%,"60,537"
11,12,Brimstone,0.97, 14.5  /  15.1  /  7.3 ,51.1%,2.5%,200,0.1%,"42,177"
12,13,Breach,0.87, 13.6  /  15.6  /  5.8 ,47.6%,1.1%,186,0.1%,"18,972"
13,14,Phoenix,1.01, 16.1  /  15.9  /  3.9 ,53.0%,1.0%,224,0.2%,"17,697"
14,15,KAY/O,0.89, 13.9  /  15.6  /  8 ,42.9%,1.0%,194,0.1%,"16,626"
15,16,Yoru,0.89, 14.7  /  16.4  /  3.6 ,43.8%,0.6%,202,0.2%,"10,353"
