,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.3  /  16  /  3.6 ,49.1%,16.6%,237,0.1%,"9,270",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  8.4 ,47.9%,12.7%,203,0.1%,"7,088",Controller
2,3,Sova,1.0, 14.8  /  14.8  /  5.9 ,48.8%,10.1%,205,0.2%,"5,665",Initiator
3,4,Reyna,1.12, 17.6  /  15.7  /  4.4 ,49.5%,9.7%,243,0.1%,"5,419",Duelist
4,5,Killjoy,1.03, 15  /  14.6  /  3.5 ,49.3%,8.1%,204,0.2%,"4,513",Sentinel
5,6,Cypher,1.03, 15.1  /  14.7  /  4.6 ,49.2%,5.7%,203,0.2%,"3,179",Sentinel
6,7,Sage,0.96, 14.5  /  15.1  /  7.1 ,50.9%,5.0%,198,0.1%,"2,789",Sentinel
7,8,Raze,1.05, 16.7  /  16  /  4.6 ,49.0%,4.6%,238,0.1%,"2,594",Duelist
8,9,Phoenix,1.11, 17.4  /  15.7  /  4.9 ,48.1%,4.4%,240,0.1%,"2,448",Duelist
9,10,Brimstone,0.99, 14.8  /  14.9  /  9.9 ,53.3%,4.1%,208,0.2%,"2,299",Controller
10,11,Skye,0.96, 14.6  /  15.2  /  7.8 ,51.6%,4.0%,201,0.1%,"2,256",Initiator
11,12,Fade,0.97, 14.8  /  15.2  /  6.8 ,49.3%,3.4%,201,0.2%,"1,881",Initiator
12,13,Breach,0.96, 14.8  /  15.5  /  7.9 ,48.2%,2.9%,203,0.1%,"1,607",Initiator
13,14,Chamber,1.09, 16.3  /  15  /  2.8 ,51.2%,2.5%,217,0.1%,"1,383",Sentinel
14,15,Astra,1.06, 15.8  /  14.9  /  7.4 ,47.3%,2.1%,211,0.1%,"1,178",Controller
15,16,KAY/O,0.93, 14.7  /  15.8  /  9.7 ,44.1%,2.0%,209,0.1%,"1,106",Initiator
16,17,Yoru,1.06, 16.6  /  15.7  /  4.7 ,47.2%,0.8%,225,0.1%,453,Duelist
17,18,Neon,0.95, 15.9  /  16.7  /  4.1 ,49.8%,0.8%,216,0.1%,452,Duelist
18,19,Harbor,0.98, 15.2  /  15.5  /  6.5 ,43.6%,0.2%,201,0.1%,133,Controller
19,20,Viper,1.02, 14.9  /  14.6  /  5.5 ,50.8%,0.2%,206,122,,Controller
