,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.5  /  16.2  /  3.8 ,48.9%,14.6%,239,0.1%,"23,263"
1,2,Killjoy,1.01, 14.5  /  14.5  /  3.8 ,49.4%,10.9%,200,0.2%,"17,405"
2,3,Omen,0.98, 14.9  /  15.2  /  8.5 ,47.7%,10.6%,205,0.1%,"16,979"
3,4,Sova,1.03, 15  /  14.6  /  6.2 ,50.7%,10.5%,209,0.2%,"16,842"
4,5,Reyna,1.12, 17.7  /  15.8  /  4.5 ,50.0%,10.1%,243,0.1%,"16,105"
5,6,Sage,0.95, 14.1  /  14.9  /  7.3 ,50.4%,6.1%,195,0.1%,"9,675"
6,7,Raze,1.02, 16.5  /  16.1  /  5 ,47.7%,5.4%,237,0.1%,"8,584"
7,8,Brimstone,0.97, 14.6  /  15.1  /  9.9 ,51.0%,5.4%,207,0.1%,"8,568"
8,9,KAY/O,0.92, 14.5  /  15.8  /  9.2 ,45.6%,4.7%,204,0.1%,"7,578"
9,10,Phoenix,1.11, 17.4  /  15.7  /  5 ,50.8%,3.4%,242,0.1%,"5,486"
10,11,Cypher,1.01, 14.7  /  14.5  /  5 ,50.1%,3.4%,200,0.2%,"5,477"
11,12,Fade,0.95, 14.4  /  15.1  /  6.7 ,49.0%,3.2%,199,0.1%,"5,124"
12,13,Skye,0.94, 14.5  /  15.4  /  7.8 ,48.0%,3.0%,200,0.1%,"4,781"
13,14,Astra,1.04, 15.6  /  14.9  /  7.8 ,49.5%,2.4%,209,0.1%,"3,874"
14,15,Chamber,1.07, 16.5  /  15.4  /  2.9 ,45.7%,2.2%,220,0.1%,"3,535"
15,16,Breach,0.92, 14.4  /  15.7  /  7.3 ,46.5%,1.2%,200,0.1%,"1,976"
16,17,Yoru,1.01, 15.9  /  15.7  /  4.5 ,47.6%,0.9%,220,0.1%,"1,388"
17,18,Viper,1.02, 14.8  /  14.5  /  5.8 ,51.4%,0.8%,205,0.2%,"1,277"
18,19,Neon,0.94, 15.7  /  16.7  /  4.1 ,41.2%,0.8%,219,0.1%,"1,233"
19,20,Harbor,0.9, 14.1  /  15.6  /  5.9 ,41.9%,0.4%,195,0.1%,680
