,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.77, 10.9  /  14.2  /  6.3 ,49.7%,13.8%,160,0.1%,"10,302"
1,2,Reyna,0.99, 14.6  /  14.7  /  4.6 ,49.9%,11.3%,215,0.1%,"8,445"
2,3,Raze,0.91, 13.5  /  14.8  /  5 ,50.7%,8.1%,207,0.1%,"6,043"
3,4,Jett,0.89, 13.7  /  15.3  /  3.9 ,47.5%,6.9%,198,0.1%,"5,114"
4,5,Omen,0.86, 12.6  /  14.6  /  5.1 ,49.9%,6.0%,182,0.1%,"4,498"
5,6,Killjoy,0.9, 12.3  /  13.6  /  4.3 ,51.4%,6.0%,184,0.2%,"4,444"
6,7,Sova,0.83, 11.8  /  14.3  /  5.2 ,49.9%,5.4%,178,0.1%,"4,026"
7,8,Fade,0.76, 11.2  /  14.7  /  5.9 ,49.1%,5.3%,167,0.1%,"3,986"
8,9,Phoenix,0.92, 13.5  /  14.7  /  4.4 ,49.2%,5.0%,199,0.1%,"3,699"
9,10,Yoru,0.85, 12.7  /  15  /  4.1 ,47.9%,4.9%,184,0.1%,"3,635"
10,11,Neon,0.83, 12.9  /  15.4  /  4.1 ,46.5%,4.3%,190,0.1%,"3,229"
11,12,Viper,0.81, 11.7  /  14.4  /  5 ,49.8%,4.0%,174,0.1%,"2,969"
12,13,Skye,0.78, 11.2  /  14.5  /  7.2 ,50.2%,3.7%,168,0.1%,"2,783"
13,14,Brimstone,0.85, 12.3  /  14.5  /  6.5 ,49.5%,3.6%,184,0.1%,"2,682"
14,15,KAY/O,0.75, 11.2  /  15.1  /  7.5 ,47.0%,3.4%,169,0.1%,"2,515"
15,16,Cypher,0.85, 12  /  14.1  /  5 ,48.7%,2.9%,173,0.2%,"2,169"
16,17,Chamber,0.86, 12.6  /  14.6  /  3.5 ,46.8%,2.1%,182,0.1%,"1,545"
17,18,Breach,0.84, 12.3  /  14.6  /  5.7 ,48.3%,1.6%,182,0.1%,"1,184"
18,19,Harbor,0.76, 11.1  /  14.5  /  4.9 ,48.6%,1.1%,165,0.1%,796
19,20,Astra,0.86, 12.5  /  14.5  /  4.8 ,45.5%,0.7%,179,0.1%,538
