,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.06, 16.8  /  15.9  /  4.8 ,50.2%,11.1%,242,0.2%,"269,652",Duelist
1,2,Reyna,1.14, 17.8  /  15.5  /  4.2 ,50.3%,10.1%,244,0.2%,"244,676",Duelist
2,3,Brimstone,0.97, 14.4  /  14.8  /  8.1 ,50.8%,9.7%,202,0.1%,"237,131",Controller
3,4,Skye,0.95, 14.2  /  15  /  7.4 ,49.7%,9.3%,196,0.1%,"226,541",Initiator
4,5,Jett,1.09, 17.2  /  15.9  /  3.5 ,49.0%,9.3%,237,0.2%,"225,735",Duelist
5,6,Omen,0.97, 14.7  /  15.2  /  6.9 ,47.8%,6.1%,202,0.1%,"149,572",Controller
6,7,Sage,0.92, 13.6  /  14.9  /  6.7 ,50.6%,6.1%,188,0.1%,"148,949",Sentinel
7,8,Deadlock,0.98, 14.8  /  15  /  3.8 ,49.3%,4.9%,212,0.1%,"119,035",Sentinel
8,9,Cypher,0.98, 14.2  /  14.5  /  4.5 ,48.6%,4.8%,192,0.1%,"116,909",Sentinel
9,10,Chamber,1.08, 16  /  14.8  /  2.7 ,48.9%,4.5%,214,0.2%,"109,879",Sentinel
10,11,Killjoy,0.97, 13.9  /  14.3  /  3.5 ,49.5%,4.1%,193,0.1%,"100,413",Sentinel
11,12,Sova,0.99, 14.6  /  14.7  /  5.5 ,49.7%,3.0%,203,0.1%,"73,199",Initiator
12,13,Phoenix,1.11, 17  /  15.4  /  4.3 ,50.0%,2.8%,237,0.2%,"68,829",Duelist
13,14,Fade,0.95, 14.3  /  15.1  /  6.2 ,48.7%,2.3%,196,0.1%,"56,912",Initiator
14,15,Viper,1.0, 14.8  /  14.7  /  5.5 ,49.3%,2.2%,205,0.1%,"52,916",Controller
15,16,Gekko,0.93, 14.1  /  15.1  /  4.6 ,49.3%,2.1%,191,0.1%,"51,504",Initiator
16,17,Breach,0.92, 14.3  /  15.5  /  6.3 ,46.6%,1.7%,198,0.1%,"42,554",Initiator
17,18,KAY/O,0.91, 14.1  /  15.5  /  8.4 ,44.7%,1.5%,200,0.1%,"36,939",Initiator
18,19,Yoru,1.03, 16.1  /  15.7  /  4.1 ,46.8%,1.5%,222,0.2%,"36,749",Duelist
19,20,Astra,1.01, 14.9  /  14.7  /  6.2 ,48.1%,1.4%,203,0.1%,"34,768",Controller
20,21,Neon,0.97, 15.8  /  16.3  /  3.9 ,45.9%,0.8%,220,0.2%,"18,954",Duelist
21,22,Harbor,0.91, 13.8  /  15.2  /  5.7 ,45.5%,0.5%,190,0.1%,"11,073",Controller
