,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.91, 13  /  14.3  /  6.6 ,51.3%,15.2%,186,0.1%,"3,157,053"
1,2,Reyna,1.14, 17.1  /  15  /  4.3 ,51.7%,14.3%,247,0.2%,"2,969,832"
2,3,Jett,1.12, 16.7  /  15  /  4 ,51.3%,11.4%,242,0.2%,"2,366,859"
3,4,Raze,1.01, 15.3  /  15.1  /  4.9 ,50.8%,7.3%,229,0.1%,"1,508,529"
4,5,Killjoy,0.96, 13.5  /  14.1  /  4.3 ,52.0%,6.7%,200,0.1%,"1,388,118"
5,6,Sova,0.94, 13.6  /  14.4  /  5.5 ,50.1%,6.7%,200,0.1%,"1,384,038"
6,7,Omen,0.97, 14.4  /  14.9  /  4.6 ,50.3%,5.8%,205,0.1%,"1,202,223"
7,8,Viper,0.95, 13.7  /  14.3  /  5.1 ,51.1%,5.7%,197,0.1%,"1,188,351"
8,9,Skye,0.92, 13.6  /  14.7  /  6.2 ,50.5%,4.7%,194,0.1%,"968,337"
9,10,Chamber,1.04, 15  /  14.4  /  3.4 ,50.4%,4.1%,213,0.1%,"859,962"
10,11,Brimstone,0.94, 13.8  /  14.7  /  5.9 ,50.5%,4.0%,201,0.1%,"824,262"
11,12,Phoenix,1.02, 15.2  /  14.9  /  4 ,48.9%,3.7%,222,0.2%,"757,044"
12,13,Cypher,0.96, 13.7  /  14.3  /  4.4 ,50.4%,2.8%,194,0.1%,"578,595"
13,14,KAY/O,0.88, 13.2  /  15  /  7 ,47.5%,2.2%,194,0.1%,"459,663"
14,15,Yoru,0.96, 14.5  /  15.1  /  3.6 ,45.9%,1.9%,210,0.2%,"403,563"
15,16,Breach,0.92, 13.8  /  15  /  4.9 ,48.2%,1.9%,199,0.1%,"395,250"
16,17,Astra,0.99, 14.1  /  14.3  /  4.8 ,49.7%,1.5%,199,0.1%,"318,903"
