,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.4  /  16  /  3.4 ,50.3%,19.0%,236,0.1%,"102,301",Duelist
1,2,Astra,1.04, 15.2  /  14.6  /  7.2 ,49.9%,10.7%,203,0.1%,"57,456",Controller
2,3,Killjoy,1.06, 15.5  /  14.6  /  3.4 ,50.7%,10.0%,210,0.1%,"54,032",Sentinel
3,4,Reyna,1.12, 17.7  /  15.8  /  4.3 ,50.4%,8.3%,241,0.1%,"44,604",Duelist
4,5,Skye,0.96, 14.6  /  15.3  /  8.2 ,50.1%,7.7%,199,0.1%,"41,575",Initiator
5,6,Fade,0.97, 14.8  /  15.3  /  6.6 ,48.9%,6.7%,202,0.1%,"36,370",Initiator
6,7,Viper,1.05, 15.6  /  14.8  /  6.4 ,49.8%,5.6%,214,0.1%,"29,943",Controller
7,8,Phoenix,1.11, 17.4  /  15.7  /  5 ,52.4%,5.0%,240,0.1%,"26,989",Duelist
8,9,Cypher,1.03, 15.3  /  14.8  /  4.5 ,49.9%,4.6%,203,0.1%,"25,046",Sentinel
9,10,Gekko,0.96, 14.6  /  15.1  /  5 ,50.1%,4.1%,196,0.1%,"22,044",Initiator
10,11,Chamber,1.08, 16.4  /  15.2  /  2.5 ,47.5%,3.7%,216,0.1%,"19,850",Sentinel
11,12,Harbor,0.93, 14.2  /  15.3  /  6.8 ,47.0%,3.5%,192,0.1%,"18,759",Controller
12,13,Raze,1.04, 16.7  /  16.2  /  4.8 ,50.3%,2.7%,238,0.1%,"14,671",Duelist
13,14,Sage,0.97, 14.6  /  15.1  /  7.1 ,51.8%,1.6%,200,0.1%,"8,748",Sentinel
14,15,KAY/O,0.93, 14.7  /  15.7  /  9.6 ,44.2%,1.5%,205,0.1%,"8,311",Initiator
15,16,Yoru,1.02, 16.5  /  16.1  /  4.7 ,48.9%,1.3%,223,0.1%,"7,191",Duelist
16,17,Brimstone,0.99, 14.7  /  14.9  /  9.7 ,52.3%,1.3%,207,0.1%,"7,008",Controller
17,18,Sova,1.03, 15.1  /  14.6  /  6.1 ,52.4%,1.3%,209,0.1%,"6,769",Initiator
18,19,Neon,0.96, 15.8  /  16.5  /  4.1 ,48.7%,0.6%,220,0.1%,"3,367",Duelist
19,20,Omen,0.98, 15.1  /  15.4  /  7.7 ,48.0%,0.6%,205,0.1%,"3,092",Controller
20,21,Breach,0.92, 14.4  /  15.6  /  7.9 ,44.5%,0.2%,202,0.1%,"1,104",Initiator
